branch;line;nd
#else;6;1
#ifndef CONFIG_SMP;15;1
#else;17;1
#ifndef CONFIG_SMP;21;1
#else;36;1
#ifdef CONFIG_SMP;10;1
#ifndef __ASSEMBLY__;4;1
#ifdef __KERNEL__;234;2
#ifdef __KERNEL__;168;2
#ifdef USE_48_BIT_KSEG;57;1
#else;59;1
#ifdef __KERNEL__;96;2
#ifdef __KERNEL__;114;2
#ifdef __KERNEL__;201;2
#ifndef MCPCIA_ONE_HAE_WINDOW;64;1
#ifdef __KERNEL__;75;2
#ifdef __KERNEL__;23;2
#if defined(CONFIG_ALPHA_GENERIC);9;1
#elif defined(CONFIG_ALPHA_GAMMA);11;1
#else;13;1
#ifndef T2_ONE_HAE_WINDOW;58;1
#ifdef __KERNEL__;224;2
#ifdef USE_48_BIT_KSEG;5;1
#else;7;1
#ifdef __KERNEL__;284;2
#ifdef USE_48_BIT_KSEG;5;1
#else;7;1
#ifdef __KERNEL__;223;2
#ifdef __KERNEL__;213;2
#ifdef CONFIG_ALPHA_GENERIC;13;1
#else;15;2
#ifdef CONFIG_PCI;202;1
#else;204;1
#ifdef CONFIG_PCI;18;1
#if defined(CONFIG_ALPHA_EV6) || defined(CONFIG_ALPHA_EV67);9;1
#else;16;1
#if defined(CONFIG_ALPHA_EV6) || defined(CONFIG_ALPHA_EV67);30;1
#else;37;1
#ifdef __KERNEL__;3;1
#ifdef CONFIG_ALPHA_GENERIC;5;1
#else;7;1
#ifdef __KERNEL__;177;1
#ifdef __KERNEL__;3;3
#if IO_CONCAT(__IO_PREFIX,trivial_io_bw);1;1
#if IO_CONCAT(__IO_PREFIX,trivial_io_lq);23;1
#if IO_CONCAT(__IO_PREFIX,trivial_rw_bw) == 1;35;1
#elif IO_CONCAT(__IO_PREFIX,trivial_rw_bw) == 2;56;1
#if IO_CONCAT(__IO_PREFIX,trivial_rw_lq) == 1;82;1
#if IO_CONCAT(__IO_PREFIX,trivial_iounmap);104;1
#if defined(CONFIG_ALPHA_GENERIC);4;2
#elif defined(CONFIG_ALPHA_CABRIOLET) || defined(CONFIG_ALPHA_EB66P) || defined(CONFIG_ALPHA_EB164) || defined(CONFIG_ALPHA_PC164) || defined(CONFIG_ALPHA_LX164);10;1
#elif defined(CONFIG_ALPHA_EB66) || defined(CONFIG_ALPHA_EB64P) || defined(CONFIG_ALPHA_MIKASA);12;1
#elif defined(CONFIG_ALPHA_ALCOR) || defined(CONFIG_ALPHA_MIATA) || defined(CONFIG_ALPHA_RUFFIAN) || defined(CONFIG_ALPHA_RX164) || defined(CONFIG_ALPHA_NORITAKE);14;1
#elif defined(CONFIG_ALPHA_SABLE) || defined(CONFIG_ALPHA_SX164);16;1
#elif defined(CONFIG_ALPHA_DP264) || defined(CONFIG_ALPHA_LYNX) || defined(CONFIG_ALPHA_SHARK) || defined(CONFIG_ALPHA_EIGER);18;1
#elif defined(CONFIG_ALPHA_TITAN);20;1
#elif defined(CONFIG_ALPHA_RAWHIDE) || defined(CONFIG_ALPHA_TAKARA);22;1
#elif defined(CONFIG_ALPHA_WILDFIRE);24;1
#elif defined(CONFIG_ALPHA_MARVEL);26;1
#else;28;1
#ifdef CONFIG_ALPHA_BROKEN_IRQ_MASK;14;1
#ifdef __KERNEL__;13;2
#ifdef CONFIG_DEBUG_HIGHMEM;3;1
#ifdef __KERNEL__;4;3
#ifndef RTC_PORT;4;1
#ifndef __EXTERN_INLINE;6;1
#ifdef CONFIG_ALPHA_GENERIC;25;1
#else;27;2
#ifdef CONFIG_SMP;37;1
#else;39;1
#ifndef __EXTERN_INLINE;46;1
#ifdef CONFIG_SMP;70;1
#ifdef CONFIG_SMP;80;1
#ifdef CONFIG_SMP;95;1
#else;97;1
#ifdef CONFIG_ALPHA_GENERIC;112;1
#else;115;2
#ifdef __MMU_EXTERN_INLINE;145;1
#if 1;12;1
#else;14;1
#ifdef CONFIG_DISCONTIGMEM;23;1
#ifdef MODULE;9;1
#ifndef __ASSEMBLY__;8;2
#else;48;2
#ifndef CONFIG_DISCONTIGMEM;57;1
#ifndef __ASSEMBLY__;4;1
#ifdef __KERNEL__;3;2
#if defined(MODULE) && defined(CONFIG_SMP);3;1
#ifdef CONFIG_ALPHA_LARGE_VMALLOC;25;1
#else;27;1
#if defined(CONFIG_ALPHA_GENERIC) && defined(USE_48_BIT_KSEG);83;1
#if defined(CONFIG_ALPHA_GENERIC) || (defined(CONFIG_ALPHA_EV6) && !defined(USE_48_BIT_KSEG));86;1
#else;89;1
#ifndef CONFIG_DISCONTIGMEM;92;1
#ifndef CONFIG_DISCONTIGMEM;111;1
#ifndef CONFIG_DISCONTIGMEM;177;1
#ifndef CONFIG_SMP;25;1
#ifdef CONFIG_SMP;36;1
#ifndef _LINUX_RWSEM_H;3;1
#ifdef __KERNEL__;6;2
#ifdef CONFIG_SERIAL_DETECT_IRQ;2;1
#else;5;1
#ifdef CONFIG_SMP;18;1
#else;38;1
#ifdef CONFIG_ALPHA_GENERIC;8;1
#else;10;2
#ifndef __LINUX_SPINLOCK_TYPES_H;3;1
#ifdef __KERNEL__;3;1
#ifdef __KERNEL__;3;2
#ifndef __EXTERN_INLINE;7;1
#ifdef CONFIG_ALPHA_GENERIC;45;1
#else;48;2
#ifdef __MMU_EXTERN_INLINE;57;1
#ifndef CONFIG_SMP;72;1
#else;100;1
#ifdef CONFIG_NUMA;6;2
#ifdef __alpha_bwx__;26;1
#else;29;1
#ifdef __alpha_bwx__;38;1
#else;41;1
#ifdef MODULE;45;1
#else;48;1
#ifdef CONFIG_VGA_HOSE;31;1
#else;39;1
#if defined(CONFIG_ALPHA_EV6) && defined(CONFIG_ALPHA_EV67);21;1
#else;23;1
#ifndef _ALPHA_CMPXCHG_H;1;1
#else;3;1
#if 0;3;1
#if __GNUC__ == 3 && __GNUC_MINOR__ >= 4 || __GNUC__ > 3;3;1
#else;11;1
#ifdef __alpha_cix__;20;2
#else;30;1
#if defined(__alpha_bwx__);35;1
#else;40;1
#ifndef NOGROUP;5;1
#ifdef CONFIG_ALPHA_LEGACY_START_ADDRESS;7;1
#else;9;1
#ifndef __KERNEL__;5;1
#ifndef __KERNEL__;60;1
#ifdef __GNUC__;6;1
#ifndef __KERNEL__;3;1
#ifdef CONFIG_MATHEMU_MODULE;45;1
#ifdef CONFIG_SMP;53;1
#ifdef CONFIG_VGA_HOSE;9;1
#if DEBUG_CONFIG;14;1
#else;16;1
#if 1;77;1
#if 1;121;1
#if DEBUG_CONFIG;15;1
#else;17;1
#if defined(ALPHA_RESTORE_SRM_SETUP);354;1
#else;407;1
#ifdef CONFIG_VERBOSE_MCHECK;530;1
#ifdef CONFIG_VERBOSE_MCHECK;779;1
#if DEBUG_CONFIG;18;1
#else;20;1
#ifdef CONFIG_BLK_DEV_INITRD;138;1
#if 0;225;1
#if 0;256;1
#ifdef CONFIG_VERBOSE_MCHECK;288;1
#if DEBUG_CONFIG;24;1
#else;26;1
#if 1;194;1
#ifndef CONFIG_ALPHA_GENERIC;525;1
#if DEBUG_CFG;14;1
#else;16;1
#if DEBUG_CONFIG;13;1
#else;15;1
#if 0;88;1
#if T2_DIRECTMAP_2G;17;1
#else;20;1
#if DEBUG_CONFIG;27;1
#else;29;1
#if DEBUG_PRINT_FINAL_SETTINGS;190;1
#if DEBUG_PRINT_FINAL_SETTINGS;210;1
#if DEBUG_PRINT_INITIAL_SETTINGS;218;1
#ifdef CONFIG_VERBOSE_MCHECK;335;1
#ifdef CONFIG_VERBOSE_MCHECK;345;1
#ifdef CONFIG_VERBOSE_MCHECK;357;1
#ifdef CONFIG_VERBOSE_MCHECK;373;1
#if DEBUG_CONFIG;27;1
#else;29;1
#if 0;222;1
#ifndef CONFIG_ALPHA_GENERIC;361;1
#if 0;428;1
#if DEBUG_CONFIG;23;1
#else;25;1
#ifdef NXM_MACHINE_CHECKS_ON_TSUNAMI;114;1
#else;152;1
#ifndef CONFIG_ALPHA_GENERIC;230;1
#ifdef NXM_MACHINE_CHECKS_ON_TSUNAMI;237;1
#if 0;246;1
#if DEBUG_CONFIG;16;1
#else;18;1
#if DEBUG_DUMP_REGS;21;1
#if DEBUG_DUMP_CONFIG;29;1
#if DEBUG_DUMP_REGS;72;1
#if DEBUG_DUMP_REGS;97;1
#if DEBUG_DUMP_REGS;109;1
#if 0;133;1
#if 0;151;1
#if 0;161;1
#if 0;180;1
#if 0;188;1
#if 0;194;1
#if 0;200;1
#if DEBUG_DUMP_CONFIG;218;1
#if DEBUG_DUMP_REGS;346;1
#if DEBUG_DUMP_CONFIG;471;1
#ifdef CONFIG_VERBOSE_MCHECK;16;1
#ifdef CONFIG_VERBOSE_MCHECK;69;1
#ifdef CONFIG_VERBOSE_MCHECK;730;1
#ifdef CONFIG_VERBOSE_MCHECK;747;2
#ifdef CONFIG_VERBOSE_MCHECK;16;1
#ifdef CONFIG_VERBOSE_MCHECK;26;1
#ifdef CONFIG_VERBOSE_MCHECK;55;1
#ifdef CONFIG_VERBOSE_MCHECK;80;1
#ifdef CONFIG_VERBOSE_MCHECK;112;1
#ifdef CONFIG_VERBOSE_MCHECK;153;1
#ifdef CONFIG_VERBOSE_MCHECK;200;1
#ifdef CONFIG_VERBOSE_MCHECK;229;1
#ifdef CONFIG_VERBOSE_MCHECK;316;1
#ifdef CONFIG_VERBOSE_MCHECK;429;1
#ifdef CONFIG_SMP;25;1
#ifdef CONFIG_SMP;50;1
#ifdef CONFIG_ALPHA_BROKEN_IRQ_MASK;12;1
#ifdef CONFIG_SMP;32;1
#else;35;1
#ifndef CONFIG_SMP;86;1
#ifdef CONFIG_VERBOSE_MCHECK;95;1
#ifdef CONFIG_VERBOSE_MCHECK;145;1
#if defined(CONFIG_ALPHA_GENERIC);72;1
#elif defined(CONFIG_ALPHA_APECS);74;1
#elif defined(CONFIG_ALPHA_LCA);76;1
#elif defined(CONFIG_ALPHA_CIA);78;1
#elif defined(CONFIG_ALPHA_PYXIS);80;1
#elif defined(CONFIG_ALPHA_TITAN);82;1
#elif defined(CONFIG_ALPHA_TSUNAMI);84;1
#elif defined(CONFIG_ALPHA_IRONGATE);86;1
#if defined(IACK_SC);89;1
#if defined(CONFIG_ALPHA_GENERIC) || !defined(IACK_SC);98;1
#ifdef CIA_ONE_HAE_WINDOW;8;1
#ifdef MCPCIA_ONE_HAE_WINDOW;11;1
#ifdef T2_ONE_HAE_WINDOW;14;1
#ifdef CONFIG_ALPHA_GENERIC;39;1
#else;42;2
#if 0;8;1
#else;10;1
#if 0;50;1
#if 0;134;1
#ifdef CONFIG_OSF4_COMPAT;1062;1
#ifdef ALPHA_RESTORE_SRM_SETUP;111;1
#if defined(CONFIG_ALPHA_SRM) && (defined(CONFIG_ALPHA_CIA) || defined(CONFIG_ALPHA_LCA));27;1
#else;29;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(NEED_SRM_SAVE_RESTORE);32;1
#else;34;1
#ifdef ALPHA_RESTORE_SRM_SETUP;37;1
#else;44;1
#if DEBUG_ALLOC > 0;16;1
#else;18;1
#if DEBUG_ALLOC > 1;21;1
#else;23;1
#ifdef CONFIG_DISCONTIGMEM;50;1
#else;65;1
#if !DEBUG_NODIRECT;181;1
#if !DEBUG_NODIRECT;375;1
#if DEBUG_ALLOC > 0;409;1
#if DEBUG_ALLOC > 0;422;1
#ifdef CONFIG_ALPHA_WTINT;32;1
#ifdef CONFIG_SMP;61;1
#ifdef CONFIG_SMP;80;1
#ifdef CONFIG_DUMMY_CONSOLE;87;1
#ifdef CONFIG_VGA_HOSE;82;1
#else;85;1
#ifdef CONFIG_VERBOSE_MCHECK;91;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_SRM);94;1
#else;97;1
#ifdef CONFIG_SMP;139;1
#else;143;1
#ifdef DEBUG;18;1
#else;25;1
#if defined(CONFIG_SMP) && (defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_MARVEL));131;1
#ifdef HAVE_REMOTE_RTC;206;1
#ifdef CONFIG_MAGIC_SYSRQ;26;1
#ifdef CONFIG_VERBOSE_MCHECK;57;1
#ifdef CONFIG_NUMA;60;1
#ifdef CONFIG_ALPHA_GENERIC;68;1
#ifndef alpha_using_srm;71;1
#ifndef alpha_using_qemu;75;1
#ifdef CONFIG_BLK_DEV_INITRD;187;1
#ifndef CONFIG_DISCONTIGMEM;206;2
#else;320;1
#ifndef alpha_using_srm;370;1
#ifndef alpha_using_qemu;373;1
#ifdef CONFIG_VERBOSE_MCHECK;411;1
#ifdef CONFIG_MAGIC_SYSRQ;424;1
#ifdef CONFIG_ALPHA_GENERIC;448;1
#ifdef CONFIG_SMP;456;1
#ifdef CONFIG_ALPHA_EV56;459;1
#ifdef CONFIG_ALPHA_EV67;462;1
#ifdef CONFIG_ALPHA_LEGACY_START_ADDRESS;465;1
#ifdef CONFIG_VERBOSE_MCHECK;468;1
#ifdef CONFIG_DISCONTIGMEM;471;2
#ifdef CONFIG_DEBUG_SPINLOCK;477;1
#ifdef CONFIG_MAGIC_SYSRQ;480;1
#ifdef CONFIG_VT;493;2
#ifdef CONFIG_EISA;501;1
#ifdef CONFIG_SMP;507;1
#if CONFIG_HZ == 1024 || CONFIG_HZ == 1200;901;1
#else;903;1
#ifdef CONFIG_SMP;940;1
#if 0;1043;1
#else;1048;1
#if 1;1101;1
#if _NSIG_WORDS > 1;82;1
#if DEBUG_SIG;280;1
#if DEBUG_SIG;322;1
#if 0;9;1
#else;11;1
#ifndef __SMC37c669_H;18;1
#ifndef TRUE;405;1
#ifndef FALSE;408;1
#if 0;468;1
#if 0;829;1
#if 0;1057;1
#if SMC_DEBUG;1151;1
#if SMC_DEBUG;1191;1
#if SMC_DEBUG;1203;1
#if SMC_DEBUG;9;1
#else;11;1
#if SMC_DEBUG;153;1
#if SMC_DEBUG;184;1
#if SMC_DEBUG;197;1
#if DEBUG_SMP;31;1
#else;33;1
#if 0;211;1
#if 0;356;1
#ifdef DEBUG_IPI_MSG;395;1
#ifdef DEBUG_IPI_MSG;408;1
#ifndef ALPHA_RESTORE_SRM_SETUP;114;1
#ifndef CONFIG_ALPHA_PC164;84;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_PC164);91;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_CABRIOLET);182;2
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_EB164);205;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_EB66P);227;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_LX164);248;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_PC164);271;1
#ifdef CONFIG_SMP;30;1
#else;59;1
#if 1;252;1
#else;255;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_CABRIOLET);64;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_EB64P);98;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_EB66);120;1
#if 0;81;1
#ifdef CONFIG_PCI;117;1
#if NR_IRQS < MARVEL_NR_IRQS;23;1
#if 1;241;1
#if 0;255;1
#if 0;34;1
#ifndef ALPHA_RESTORE_SRM_SETUP;120;1
#if defined(CONFIG_ALPHA_GENERIC) || !defined(CONFIG_ALPHA_PRIMO);93;1
#if defined(CONFIG_ALPHA_GENERIC) || !defined(CONFIG_ALPHA_PRIMO);115;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_PRIMO);136;1
#if defined(CONFIG_ALPHA_GENERIC) || !defined(CONFIG_ALPHA_PRIMO);141;1
#if defined(CONFIG_ALPHA_GENERIC) || !defined(CONFIG_ALPHA_PRIMO);163;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_PRIMO);184;1
#if 0;58;1
#ifdef BUILDING_FOR_MILO;107;1
#if 0;80;1
#else;89;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_SABLE);30;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_LYNX);117;1
#if 0;229;1
#if 0;243;1
#if 0;271;1
#if defined(CONFIG_ALPHA_GENERIC) || (defined(CONFIG_ALPHA_SABLE) && !defined(CONFIG_ALPHA_GAMMA));293;1
#if defined(CONFIG_ALPHA_GENERIC) || (defined(CONFIG_ALPHA_SABLE) && defined(CONFIG_ALPHA_GAMMA));320;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_LYNX);347;1
#if defined(ALPHA_RESTORE_SRM_SETUP);23;1
#if defined(ALPHA_RESTORE_SRM_SETUP);53;1
#if !defined(CONFIG_ALPHA_AVANTI);129;1
#if defined(ALPHA_RESTORE_SRM_SETUP);173;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_BOOK1);178;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_AVANTI);203;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_NONAME);228;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_P2K);253;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_XL);278;1
#ifdef CONFIG_SMP;31;1
#else;62;1
#if 0;49;1
#else;67;1
#if 0;124;1
#if 0;132;1
#if 1;156;1
#ifdef CONFIG_IRQ_WORK;29;1
#else;38;1
#if CONFIG_HZ == 1024 || CONFIG_HZ == 1200;135;1
#elif CONFIG_HZ == 256 || CONFIG_HZ == 128 || CONFIG_HZ == 64 || CONFIG_HZ == 32;140;1
#else;142;1
#ifndef CONFIG_ALPHA_WTINT;166;1
#ifndef CONFIG_ALPHA_WTINT;281;1
#ifdef CONFIG_SMP;288;1
#if 0;68;1
#if 0;72;1
#ifdef CONFIG_SMP;135;1
#ifndef CONFIG_MATHEMU;150;1
#else;156;1
#ifdef CONFIG_ALPHA_WTINT;194;1
#if defined(CONFIG_ALPHA_EV6) || defined(CONFIG_ALPHA_EV67);1;1
#else;3;1
#if defined(CONFIG_ALPHA_EV6) || defined(CONFIG_ALPHA_EV67);47;1
#else;49;1
#if defined(CONFIG_ALPHA_EV6) || defined(CONFIG_ALPHA_EV67);90;1
#else;92;1
#if defined(CONFIG_ALPHA_EV6) || defined(CONFIG_ALPHA_EV67);136;1
#else;138;1
#ifdef CONFIG_SMP;18;1
#else;20;1
#ifdef MODULE;43;1
#ifndef __LITTLE_ENDIAN;14;1
#ifdef CONFIG_MODULES;33;1
#ifndef CONFIG_SMP;20;1
#ifdef CONFIG_ALPHA_LARGE_VMALLOC;57;1
#ifdef CONFIG_ALPHA_LARGE_VMALLOC;147;1
#ifdef CONFIG_ALPHA_LARGE_VMALLOC;35;1
#else;38;1
#ifndef CONFIG_DISCONTIGMEM;148;1
#if defined(CONFIG_ALPHA_GENERIC) || defined(CONFIG_ALPHA_SRM);165;1
#ifdef CONFIG_BLK_DEV_INITRD;191;1
#ifdef DEBUG_DISCONTIG;15;1
#else;17;1
#if 0;94;1
#ifdef CONFIG_BLK_DEV_INITRD;188;1
#ifdef __KERNEL__;3;3
#ifdef __KERNEL__;3;4
#ifndef _LINUX_BITOPS_H;3;1
#ifdef __KERNEL__;6;3
#ifndef __ASSEMBLY__;3;1
#ifndef CONFIG_ARC_CACHE_LINE_SHIFT;3;1
#else;5;1
#ifndef __ASSEMBLY__;11;1
#ifdef CONFIG_CPU_BIG_ENDIAN;47;1
#else;49;1
#ifdef CONFIG_ARC_HAS_LLSC;5;1
#else;22;1
#if !defined(CONFIG_ARC_HAS_LLSC) && defined(CONFIG_SMP);55;1
#else;57;1
#ifdef __KERNEL__;3;3
#ifndef CONFIG_ARC_PLAT_NEEDS_CPU_TO_DMA;5;1
#else;8;1
#ifdef CONFIG_CPU_BIG_ENDIAN;12;1
#else;14;1
#ifdef __ASSEMBLY__;3;3
#ifdef __KERNEL__;3;3
#ifdef CONFIG_KGDB;3;1
#else;34;1
#ifdef CONFIG_KPROBES;3;1
#else;33;1
#ifdef __ASSEMBLY__;3;2
#else;20;2
#ifdef CONFIG_SMP;8;1
#if defined(CONFIG_ARC_MMU_V1);3;1
#elif defined(CONFIG_ARC_MMU_V2);5;1
#elif defined(CONFIG_ARC_MMU_V3);7;1
#if (CONFIG_ARC_MMU_VER >= 2);24;1
#ifndef __ASSEMBLY__;28;2
#ifndef CONFIG_SMP;51;1
#ifdef CONFIG_ARC_DW2_UNWIND;4;1
#if defined(CONFIG_SMP) && (CONFIG_NR_CPUS > 2);1;1
#else;3;1
#ifndef __ASSEMBLY__;4;2
#ifdef CONFIG_CPU_BIG_ENDIAN;19;1
#else;21;1
#ifdef CONFIG_CPU_BIG_ENDIAN;26;1
#else;28;1
#if (CONFIG_ARC_MMU_VER <= 2);6;1
#else;16;1
#ifdef CONFIG_ARC_CACHE_PAGES;29;1
#else;31;1
#if defined(CONFIG_ARC_PAGE_SIZE_8K);64;1
#elif defined(CONFIG_ARC_PAGE_SIZE_16K);66;1
#elif defined(CONFIG_ARC_PAGE_SIZE_4K);68;1
#ifdef __ASSEMBLY__;75;1
#else;78;1
#ifndef __ASSEMBLY__;84;2
#ifdef __KERNEL__;3;3
#ifndef __ASSEMBLY__;4;2
#ifndef __ASSEMBLY__;3;1
#ifdef CONFIG_ARC_PLAT_TB10X;5;1
#ifdef CONFIG_SMP;3;1
#ifndef CONFIG_ARC_HAS_LLSC;23;2
#ifdef __KERNEL__;4;1
#ifndef __ASSEMBLY__;3;2
#ifdef __KERNEL__;3;1
#ifdef __KERNEL__;3;2
#ifndef CONFIG_ARC_CACHE_VIPT_ALIASING;4;1
#else;6;1
#ifndef CONFIG_SMP;10;1
#else;16;1
#ifndef CONFIG_CC_OPTIMIZE_FOR_SIZE;516;1
#else;522;1
#ifdef CONFIG_ARC_MISALIGN_ACCESS;5;1
#else;8;1
#ifdef CONFIG_ARC_DW2_UNWIND;3;2
#else;87;1
#ifdef CONFIG_CPU_BIG_ENDIAN;3;1
#else;5;1
#if defined(CONFIG_ARC_PAGE_SIZE_16K);3;1
#elif defined(CONFIG_ARC_PAGE_SIZE_4K);5;1
#else;7;1
#ifdef __ASSEMBLY__;10;1
#else;13;1
#ifndef __ASSEMBLY__;3;1
#ifdef CONFIG_ARC_HAS_SWAPE;4;1
#else;6;2
#if !defined(__STRICT_ANSI__) || defined(__KERNEL__);14;1
#if !defined(_UAPI_ASM_ARC_UNISTD_H) || defined(__SYSCALL);1;1
#ifndef CONFIG_ARC_CURR_IN_REG;23;1
#else;25;1
#if KSP_WORD_OFF <= 255;28;1
#else;30;1
#ifndef CONFIG_SMP;35;1
#else;37;1
#ifdef CONFIG_ARC_CURR_IN_REG;44;1
#ifndef CONFIG_ARC_CURR_IN_REG;48;1
#else;50;1
#if defined(CONFIG_KGDB) || defined(CONFIG_ARC_MISALIGN_ACCESS) || defined(CONFIG_KPROBES);6;1
#ifdef CONFIG_SMP;66;1
#ifdef CONFIG_ARC_COMPACT_IRQ_LEVELS;94;1
#else;115;1
#ifdef CONFIG_CPU_BIG_ENDIAN;157;1
#else;159;1
#ifdef CONFIG_ARC_DW2_UNWIND;18;1
#ifdef CONFIG_ARC_DW2_UNWIND;34;1
#ifdef CONFIG_ARC_DW2_UNWIND;85;1
#ifdef CONFIG_OF;221;1
#ifdef CONFIG_CPU_BIG_ENDIAN;83;1
#if defined(CONFIG_ARC_HAS_DCCM) || defined(CONFIG_ARC_HAS_ICCM);180;2
#ifndef CONFIG_ARC_FPU_SAVE_RESTORE;198;1
#ifdef CONFIG_ARC_FPU_SAVE_RESTORE;202;1
#ifdef CONFIG_SMP;218;1
#ifdef CONFIG_SMP;249;1
#if defined(CONFIG_VT) && defined(CONFIG_DUMMY_CONSOLE);255;1
#ifdef CONFIG_SMP;291;1
#ifdef CONFIG_ARC_DW2_UNWIND;8;1
#ifdef CONFIG_ARC_DW2_UNWIND;51;1
#else;71;1
#ifdef CONFIG_STACKTRACE;81;1
#ifdef CONFIG_STACKTRACE;127;1
#ifdef CONFIG_ARC_HAS_RTSC;25;2
#else;57;2
#ifdef CONFIG_DEBUG_FS;154;2
#ifdef CONFIG_CPU_BIG_ENDIAN;5;1
#else;9;1
#ifdef UNWIND_DEBUG;13;1
#else;16;1
#ifndef REG_INVALID;29;1
#ifdef CONFIG_MODULES;277;2
#ifdef CONFIG_64BIT;425;1
#else;435;1
#ifdef UNWIND_DEBUG;527;1
#ifdef UNWIND_DEBUG;745;1
