Class,Methods,Over-exposed methods
AnotherCustomException in com::puppycrawl::tools::checkstyle::grammars::InputJava7MultiCatch (Class),0,0
DescendantTokenCheck in com::puppycrawl::tools::checkstyle::checks (Class),13,0
InputSetterGetter in <Default Package> (Class),9,0
anonymous(NodeIterator) in com::puppycrawl::tools::checkstyle::checks::xpath::DocumentNavigator.getChildAxisIterator() (Class),2,0
FieldReference in com::puppycrawl::tools::checkstyle::bcel::generic (Class),1,0
TryHandler in com::puppycrawl::tools::checkstyle::checks::indentation (Class),2,0
InputValidDotIndent in com::puppycrawl::tools::checkstyle::indentation (Class),1,0
NoWhitespaceAfterCheckTest in com::puppycrawl::tools::checkstyle::checks::whitespace (Class),4,0
AbstractCheckVisitor in com::puppycrawl::tools::checkstyle::bcel (Class),15,2
InnerTypeLastCheckTest in com::puppycrawl::tools::checkstyle::checks::design (Class),1,0
FinalClassCheckTest in com::puppycrawl::tools::checkstyle::checks::design (Class),1,0
PropertyCacheFile in com::puppycrawl::tools::checkstyle (Class),8,0
PackageNameCheck in com::puppycrawl::tools::checkstyle::checks::naming (Class),3,0
Inter in com::puppycrawl::tools::checkstyle::coding (Class),1,0
LimitImplementationFiles in com::mycompany::checks (Class),3,0
HtmlTag in com::puppycrawl::tools::checkstyle::checks::javadoc (Class),9,6
Reference in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),11,4
MultipleStringLiteralsCheckTest in com::puppycrawl::tools::checkstyle::checks::coding (Class),4,0
MethodCountCheck in com::puppycrawl::tools::checkstyle::checks::sizes (Class),12,0
SuppressWarningsCompact in com::puppycrawl::tools::checkstyle::annotation (Class),0,0
WriteTagCheck in com::puppycrawl::tools::checkstyle::checks::javadoc (Class),9,0
AuditEvent in com::puppycrawl::tools::checkstyle::api (Class),12,0
InputExplicitInit2 in <Default Package> (Class),1,0
InputImportOrder_WildcardUnspecified in com::puppycrawl::tools::checkstyle::imports (Class),0,0
ParameterNameCheckTest in com::puppycrawl::tools::checkstyle::checks::naming (Class),3,0
InnerClass in com::puppycrawl::tools::checkstyle::InputPublicOnly (Class),1,0
Inner in com::puppycrawl::tools::checkstyle::InputCovariant (Class),1,0
BaseCheckTestSupport in com::puppycrawl::tools::checkstyle (Class),10,0
CyclomaticComplexityCheckTest in com::puppycrawl::tools::checkstyle::checks::metrics (Class),1,0
Comment in com::puppycrawl::tools::checkstyle::api (Class),8,0
HideUtilityClassConstructorCheck in com::puppycrawl::tools::checkstyle::checks::design (Class),4,0
AnnotationUseWithTrailingComma in com::puppycrawl::tools::checkstyle::annotation (Class),1,0
bug1251988 in com::puppycrawl::tools::checkstyle::indentation (Class),1,0
GenericVisitor in com::puppycrawl::tools::checkstyle::bcel::ReferenceVisitor (Class),8,0
IllegalImportCheck in com::puppycrawl::tools::checkstyle::checks::imports (Class),5,0
MethodFrame in com::puppycrawl::tools::checkstyle::checks::DeclarationCollector (Class),1,0
MemberNameCheck in com::puppycrawl::tools::checkstyle::checks::naming (Class),3,0
EvenMoreJunk in com::puppycrawl::tools::checkstyle::annotation::MoreJunk (Class),2,0
SuppressElement in com::puppycrawl::tools::checkstyle::filters (Class),10,0
SmallTalkStyle in com::puppycrawl::tools::checkstyle::checks::coding::OneStatementPerLineCheckInput (Class),4,0
EmptyForInitializerPadCheckTest in com::puppycrawl::tools::checkstyle::checks::whitespace (Class),3,0
Bar in com::puppycrawl::tools::checkstyle::annotation::Foo5 (Class),0,0
InputValidClassDefIndent2 in com::puppycrawl::tools::checkstyle::indention (Class),0,0
Foo5 in com::puppycrawl::tools::checkstyle::annotation (Class),0,0
MethodNameCheckTest in com::puppycrawl::tools::checkstyle::checks::naming (Class),5,0
RegexpMultilineCheck in com::puppycrawl::tools::checkstyle::checks::regexp (Class),8,0
ReturnCountCheckTest in com::puppycrawl::tools::checkstyle::checks::coding (Class),2,0
BadSerializableTest3 in com::puppycrawl::tools::checkstyle::usage (Class),1,0
MagicNumberCheckTest in com::puppycrawl::tools::checkstyle::checks::coding (Class),6,0
Java7TryWithResourcesTest in com::puppycrawl::tools::checkstyle::grammars (Class),1,0
FinallyHandler in com::puppycrawl::tools::checkstyle::checks::indentation (Class),2,0
IBar in com::puppycrawl::tools::checkstyle::annotation (Class),1,0
ImportOrderCheck in com::puppycrawl::tools::checkstyle::checks::imports (Class),13,0
SuppressionCommentFilterTest in com::puppycrawl::tools::checkstyle::filters (Class),13,0
Inner2 in com::puppycrawl::tools::checkstyle::InputCovariant (Class),2,0
InputInvalidArrayInitIndent in com::puppycrawl::tools::checkstyle::indentation (Class),4,0
SuppressionFilter in com::puppycrawl::tools::checkstyle::filters (Class),6,0
HeaderCheckTest in com::puppycrawl::tools::checkstyle::checks::header (Class),15,0
anonymous(InputDeclarationOrderEnum) in net::ubiquity::tools::checkstyle::tests::InputDeclarationOrderEnum (Class),2,0
InputRegression1762702 in com::puppycrawl::tools::checkstyle::checks::design (Class),3,1
TypecastParenPadCheckTest in com::puppycrawl::tools::checkstyle::checks::whitespace (Class),3,0
UnreadFieldCheck in com::puppycrawl::tools::checkstyle::bcel::checks (Class),2,0
anonymous(JavadocTagInfo) in com::puppycrawl::tools::checkstyle::api::JavadocTagInfo (Class),1,0
DefaultConstructor in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),7,0
Test in com::puppycrawl::tools::checkstyle::indentation (Class),1,0
anonymous(Throwable) in com::puppycrawl::tools::checkstyle::annotation::GoodAnnonOverride.doFoo2()::anonymous(Runnable).run() (Class),1,0
ParameterNumberCheckTest in com::puppycrawl::tools::checkstyle::checks::sizes (Class),2,0
MemberDefHandler in com::puppycrawl::tools::checkstyle::checks::indentation (Class),5,0
BadSerializableTest1 in com::puppycrawl::tools::checkstyle::usage (Class),9,0
InputMethodParamPad in com::puppycrawl::tools::checkstyle::whitespace (Class),8,2
TestRequireThisEnum in <Default Package> (Class),0,0
InputEmbeddedNullChar in com::puppycrawl::tools::checkstyle::grammars (Class),1,0
InputImportOrder_Under in com::puppycrawl::tools::checkstyle::imports (Class),0,0
InputImportOrder_HonorsTokensProperty in com::puppycrawl::tools::checkstyle::imports (Class),0,0
Inner in com::puppycrawl::tools::checkstyle::StaticMethods (Class),2,0
MyClassWithGenericSuperMethod in com::puppycrawl::tools::checkstyle::coding (Class),2,0
HiddenStaticMethodTest in com::puppycrawl::tools::checkstyle::bcel::checks (Class),1,0
DeclarationOrderCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),7,0
LabelDef in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),1,0
Utils in com::puppycrawl::tools::checkstyle::bcel::classfile (Class),2,0
HideUtilityClassConstructorCheckTest in com::puppycrawl::tools::checkstyle::checks::design (Class),7,0
localFoo in com::puppycrawl::tools::checkstyle::indention::InputValidClassDefIndent6.myMethod() (Class),0,0
NeedBracesCheckTest in com::puppycrawl::tools::checkstyle::checks::blocks (Class),1,0
ScopeTest in com::puppycrawl::tools::checkstyle::api (Class),8,0
HiddenFieldCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),17,1
AnInterfaceFooWithALongName in <Default Package>::InputValidAssignIndent (Class),1,0
anonymous(ActionListener) in com::puppycrawl::tools::checkstyle::indention::InputValidClassDefIndent6.myMethod() (Class),1,0
ClassDataAbstractionCouplingCheckTest in com::puppycrawl::tools::checkstyle::checks::metrics (Class),1,0
InputMethNameEqualClsName in com::puppycrawl::tools::checkstyle (Class),3,0
Context in com::puppycrawl::tools::checkstyle::checks::metrics::BooleanExpressionComplexityCheck (Class),4,2
anonymous(ByteArrayOutputStream) in com::puppycrawl::tools::checkstyle::InputSemantic::EqualsVsHashCode4.<Initializer>() (Class),2,0
PackageInner in <Default Package>::PackageClass (Class),4,0
anonymous(SuppressWarningsExpanded) in com::puppycrawl::tools::checkstyle::annotation::SuppressWarningsExpanded::Duh.foo() (Class),1,0
InputUnnecessaryParentheses in <Default Package> (Class),7,0
BadSerializableTest2 in com::puppycrawl::tools::checkstyle::usage (Class),3,0
InputModifiedControl in com::puppycrawl::tools::checkstyle (Class),1,0
ForHandler in com::puppycrawl::tools::checkstyle::checks::indentation (Class),4,0
InnerWithoutAuthor in com::puppycrawl::tools::checkstyle::InputPublicOnly (Class),0,0
MyInner in com::puppycrawl::tools::checkstyle::InputAnonInnerLength (Class),1,0
ScopeIndex in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),7,1
NestedForDepthCheckTest in com::puppycrawl::tools::checkstyle::checks::coding (Class),2,0
SerializableTest in com::puppycrawl::tools::checkstyle::usage (Class),5,0
TestInterface in com::puppycrawl::tools::checkstyle::InputFinalParameters (Class),1,0
Cond in com::puppycrawl::tools::checkstyle::annotation::SuppressWarningsSingle (Class),4,0
HideUtilityClassContructor3041574_2 in com::puppycrawl::tools::checkstyle::design (Class),1,0
UnusedPrivateMethodCheckTest in com::puppycrawl::tools::checkstyle::checks::usage (Class),4,0
FallThroughCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),16,0
AutomaticBean in com::puppycrawl::tools::checkstyle::api (Class),6,1
ArrayTrailingCommaCheckTest in com::puppycrawl::tools::checkstyle::checks::coding (Class),1,0
DoubleCheckedLockingCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),4,0
UncommentedMainTest2 in com::puppycrawl::tools::checkstyle (Class),1,0
ReturnCountCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),11,0
Inner in com::puppycrawl::tools::checkstyle::usage::Outer (Class),3,0
PropertySetter2 in com::puppycrawl::tools::checkstyle (Class),1,0
IMethod in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),4,1
InputLeftCurlyAnnotations in com::puppycrawl::tools::checkstyle (Class),4,0
NestedTryDepthCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),7,0
ClassFrame in com::puppycrawl::tools::checkstyle::checks::DeclarationCollector (Class),5,1
RedundantThrowsCheckTest in com::puppycrawl::tools::checkstyle::checks::coding (Class),11,0
InputSuppressionCommentFilter in com::puppycrawl::tools::checkstyle::filters (Class),4,0
InputGenericCovariant8 in com::puppycrawl::tools::checkstyle (Class),2,0
Signed in com::puppycrawl::tools::checkstyle (Class),1,0
AvoidStarImportCheck in com::puppycrawl::tools::checkstyle::checks::imports (Class),8,0
IObjectSetVisitor in com::puppycrawl::tools::checkstyle::bcel (Class),4,0
WhitespaceAfterCheck in com::puppycrawl::tools::checkstyle::checks::whitespace (Class),2,0
PkgControl in com::puppycrawl::tools::checkstyle::checks::imports (Class),8,0
InnerClone in com::puppycrawl::tools::checkstyle::coding (Class),1,0
Empty in com::puppycrawl::tools::checkstyle::annotation::SuppressWarningsSingle (Class),1,0
TestException1 in com::puppycrawl::tools::checkstyle::checks::javadoc::Input_01 (Class),1,0
InputValidDoWhileIndent in com::puppycrawl::tools::checkstyle::indentation (Class),2,0
InputNestedForDepth in com::puppycrawl::tools::checkstyle::testinput::coding (Class),1,0
LocalizedMessages in com::puppycrawl::tools::checkstyle::api (Class),6,0
anonymous(Runnable) in com::puppycrawl::tools::checkstyle::coding::InputFinalLocalVariable.InputFinalLocalVariable() (Class),1,0
CheckStyleTask in com::puppycrawl::tools::checkstyle (Class),23,2
InnerInterface in com::puppycrawl::tools::checkstyle::InputPublicOnly (Class),2,0
AutomaticBeanTest in com::puppycrawl::tools::checkstyle::api (Class),2,0
anonymous(ActionListener) in com::puppycrawl::tools::checkstyle::indentation::InputValidClassDefIndent6.myMethod() (Class),1,0
EmptyDeepVisitor in com::puppycrawl::tools::checkstyle::bcel (Class),9,0
ClassInfo in com::puppycrawl::tools::checkstyle::checks::AbstractTypeAwareCheck (Class),3,0
InputInvalidBlockIndent in com::puppycrawl::tools::checkstyle::indentation (Class),3,0
anonymous(JavadocTagInfo) in com::puppycrawl::tools::checkstyle::api::JavadocTagInfo (Class),1,0
InputValidMethodIndent in com::puppycrawl::tools::checkstyle::indentation (Class),17,1
anonymous(JavadocTagInfo) in com::puppycrawl::tools::checkstyle::api::JavadocTagInfo (Class),1,0
anonymous(ItemListener) in com::puppycrawl::tools::checkstyle::metrics::JavaNCSSCheckTestInput.testMethod3() (Class),1,0
TypeA in <Default Package>::InputUnnecessaryParentheses (Class),0,0
anonymous(More.ViewChangeHistoryBaseAction.ChangeHistoryDisplayName) in <Default Package>::InputMethodNameExtra.doit() (Class),1,0
InputWhitespaceAround in com::puppycrawl::tools::checkstyle::whitespace (Class),3,0
FilesFilter in com::mycompany::filters (Class),3,0
TypeNameCheck in com::puppycrawl::tools::checkstyle::checks::naming (Class),2,0
ComplexityOverflow in com::puppycrawl::tools::checkstyle (Class),1,0
GenericVisitor in com::puppycrawl::tools::checkstyle::bcel::checks::UnreadVariableCheck (Class),2,0
anonymous(Object) in com::puppycrawl::tools::checkstyle::checks::coding::InputReturnCount.foo1() (Class),1,0
ReferenceTool in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),5,0
InputFinalLocalVariable in com::puppycrawl::tools::checkstyle::coding (Class),5,0
PackageObjectFactoryTest in com::puppycrawl::tools::checkstyle (Class),5,0
VariableFinisher in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify::TableMaker (Class),3,0
Input_1379666 in com::puppycrawl::tools::checkstyle::checks::javadoc (Class),3,0
ArrayDef in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),24,2
UnusedParameterCheck in com::puppycrawl::tools::checkstyle::checks::usage (Class),8,0
ClassFanOutComplexityCheckTest in com::puppycrawl::tools::checkstyle::checks::metrics (Class),2,0
AvoidNestedBlocksCheckTest in com::puppycrawl::tools::checkstyle::checks::blocks (Class),2,0
DeclarationOrderCheckTest in com::puppycrawl::tools::checkstyle::checks::coding (Class),3,0
RegexpSinglelineCheckTest in com::puppycrawl::tools::checkstyle::checks::regexp (Class),5,0
anonymous(JavadocTagInfo) in com::puppycrawl::tools::checkstyle::api::JavadocTagInfo (Class),1,0
anonymous(Operation) in com::puppycrawl::tools::checkstyle::Operation.<Initializer>() (Class),1,0
PackageAnnotationTest in com::puppycrawl::tools::checkstyle::checks::annotation (Class),3,0
PropertyResolver in com::puppycrawl::tools::checkstyle (Class),1,0
RelaxedStringArrayConverter in com::puppycrawl::tools::checkstyle::api::AutomaticBean (Class),2,0
Context in com::puppycrawl::tools::checkstyle::api (Class),3,0
test_1241722 in com::puppycrawl::tools::checkstyle::coding (Class),2,0
MethodDef in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),11,1
DebugChecker in com::puppycrawl::tools::checkstyle (Class),3,3
FieldOrMethodDefinition in com::puppycrawl::tools::checkstyle::bcel::classfile (Class),4,1
OneMethodPrivateFieldCheck in com::puppycrawl::tools::checkstyle::checks::usage (Class),5,0
InnerPrivate in com::puppycrawl::tools::checkstyle::InputScopeInnerClasses::InnerPublic::InnerProtected::InnerPackage (Class),0,0
ConstantNameCheckTest in com::puppycrawl::tools::checkstyle::checks::naming (Class),5,0
PackageDeclarationCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),6,0
Scope in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),16,2
ThrowsCountCheckTest in com::puppycrawl::tools::checkstyle::checks::design (Class),2,0
TreeTableCellEditor in com::puppycrawl::tools::checkstyle::gui::JTreeTable (Class),3,1
BooleanExpressionComplexityCheckTestInput in com::puppycrawl::tools::checkstyle::checks::metrics (Class),4,0
ExecutableStatementCountCheckTest in com::puppycrawl::tools::checkstyle::checks::sizes (Class),5,0
InputFinalParameters in com::puppycrawl::tools::checkstyle (Class),17,0
ArrayInitHandler in com::puppycrawl::tools::checkstyle::checks::indentation (Class),10,0
InputValidForIndent in com::puppycrawl::tools::checkstyle::indentation (Class),2,0
InnerProtected in com::puppycrawl::tools::checkstyle::InputScopeInnerClasses::InnerPublic (Class),0,0
FilterSetTest in com::puppycrawl::tools::checkstyle::filters (Class),4,0
GoodAnnonOverride in com::puppycrawl::tools::checkstyle::annotation (Class),3,0
MethodNameCheck in com::puppycrawl::tools::checkstyle::checks::naming (Class),4,0
AbstractClassCouplingCheck in com::puppycrawl::tools::checkstyle::checks::metrics (Class),12,1
AbstractClassName in com::puppycrawl::tools::checkstyle::checks::naming (Class),0,0
DetailASTTest in com::puppycrawl::tools::checkstyle::api (Class),5,0
SuperFinalizeCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),1,0
ExternalMethod in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),12,2
InputValidLabelIndent in com::puppycrawl::tools::checkstyle::indentation (Class),1,0
GlobalFrame in com::puppycrawl::tools::checkstyle::checks::DeclarationCollector (Class),1,0
InputImportBug in com::puppycrawl::tools::checkstyle::imports (Class),2,0
Temp3 in com::puppycrawl::tools::checkstyle::design (Class),1,0
Context in com::puppycrawl::tools::checkstyle::checks::sizes::ExecutableStatementCountCheck (Class),4,2
Check in com::puppycrawl::tools::checkstyle::api (Class),22,2
anonymous(Throwable) in com::puppycrawl::tools::checkstyle::annotation::BadAnnonOverride.<Initializer>()::anonymous(Runnable).run() (Class),1,0
InterfaceConstructor in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),11,2
CloneWithTypeArguments in com::puppycrawl::tools::checkstyle::coding (Class),1,0
StringInfo in com::puppycrawl::tools::checkstyle::checks::coding::MultipleStringLiteralsCheck (Class),3,0
IllegalThrowsCheck in com::puppycrawl::tools::checkstyle::checks::coding (Class),7,0
TestException1 in com::puppycrawl::tools::checkstyle::checks::javadoc::Input_02 (Class),1,0
ObjectBlockHandler in com::puppycrawl::tools::checkstyle::checks::indentation (Class),7,0
StaticFields in com::puppycrawl::tools::checkstyle (Class),3,0
ExternalSignature in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify (Class),5,1
Overlapping in <Default Package> (Class),4,0
BadStringFormat in com::puppycrawl::tools::checkstyle::checks::javadoc::Input_1379666 (Class),1,0
InputPublicOnly in com::puppycrawl::tools::checkstyle (Class),11,0
DefinitionFinisher in com::puppycrawl::tools::checkstyle::checks::usage::transmogrify::TableMaker (Class),4,0
SuppressWarningsExpanded in com::puppycrawl::tools::checkstyle::annotation (Class),0,0
Tag in com::puppycrawl::tools::checkstyle::filters::SuppressionCommentFilter (Class),10,4
ParseTreeModel in com::puppycrawl::tools::checkstyle::gui (Class),11,0
ComplexAndFlagged in com::puppycrawl::tools::checkstyle (Class),1,0
AbstractNameCheck in com::puppycrawl::tools::checkstyle::checks::naming (Class),3,0
RightCurlyCheck in com::puppycrawl::tools::checkstyle::checks::blocks (Class),6,0
WellNamedFactory in com::puppycrawl::tools::checkstyle::checks::naming::ClassFactory (Class),0,0
