Class,Methods,Over-exposed methods
anonymous(ThreadLocal) in org::apache::tools::ant::taskdefs::Zip.<Initializer>() (Class),1,0
ChangeLogWriterTest in org::apache::tools::ant::taskdefs::cvslib (Class),2,0
BuildLogger in org::apache::tools::ant (Class),4,0
DependSelector in org::apache::tools::ant::types::selectors (Class),3,1
Filter in org::apache::tools::ant::filters::TokenFilter (Class),1,0
Manifest in org::apache::tools::ant::taskdefs (Class),19,6
PropertyOutputStream in org::apache::tools::ant::taskdefs::Redirector (Class),3,0
Restrict in org::apache::tools::ant::types::resources (Class),11,0
ZipEncoding in org::apache::tools::zip (Class),3,0
VmsCommandLauncher in org::apache::tools::ant::taskdefs::Execute (Class),5,1
AggregateTransformer in org::apache::tools::ant::taskdefs::optional::junit (Class),14,3
MyCollection in org::apache::tools::ant::types::resources::Resources (Class),4,0
SplitClassLoader in org::apache::tools::ant::util (Class),3,0
BuildAlert in org::apache::tools::ant::taskdefs::optional::sound::SoundTask (Class),8,4
anonymous(BaseFilterReader) in org::apache::tools::ant::filters::TokenFilter::DeleteCharacters.chain() (Class),1,0
FTPConfigurator in org::apache::tools::ant::taskdefs::optional::net (Class),2,0
DemuxInputStream in org::apache::tools::ant (Class),4,0
TempFile in org::apache::tools::ant::taskdefs (Class),11,1
Symlink in org::apache::tools::ant::taskdefs::optional::unix (Class),22,0
CurrentModUpdated in org::apache::tools::ant::taskdefs::optional::vss::MSVSS (Class),2,1
CrLf in org::apache::tools::ant::filters::FixCrLfFilter (Class),8,1
ExpandProperties in org::apache::tools::ant::filters (Class),6,0
AntStructureTest in org::apache::tools::ant::taskdefs (Class),5,0
TimestampedLogger in org::apache::tools::ant::listener (Class),3,0
ScriptRunnerCreator in org::apache::tools::ant::util (Class),4,0
LazyResourceCollectionWrapper in org::apache::tools::ant::types::resources (Class),5,1
Dispatchable in org::apache::tools::ant::dispatch (Class),1,0
Files in org::apache::tools::ant::types::resources (Class),34,2
PackageNameMapperTest in org::apache::tools::ant::util (Class),3,0
FileTokenizer in org::apache::tools::ant::filters::TokenFilter (Class),1,0
HideMissingBasedir in org::apache::tools::ant::taskdefs::DependSet (Class),5,0
StripLineComments in org::apache::tools::ant::filters (Class),9,0
Reverse in org::apache::tools::ant::types::resources::comparators (Class),6,0
anonymous(AttributeSetter) in org::apache::tools::ant::IntrospectionHelper.createAttributeSetter() (Class),1,0
anonymous(PrivilegedAction) in org::apache::tools::ant::taskdefs::optional::junit::JUnitTask.setupJUnitDelegate() (Class),1,0
JarTest in org::apache::tools::ant::taskdefs (Class),36,0
ExtensionAdapter in org::apache::tools::ant::taskdefs::optional::extension (Class),11,0
Xalan2TraceSupport in org::apache::tools::ant::taskdefs::optional (Class),1,0
SplashScreenTest in org::apache::tools::ant::taskdefs::optional::splash (Class),1,0
Attribute in org::apache::tools::ant::taskdefs::Manifest (Class),18,0
Http in org::apache::tools::ant::taskdefs::condition (Class),5,0
Handler in org::apache::tools::ant::taskdefs::Length (Class),4,0
ClasspathUtilsTest in org::apache::tools::ant::util (Class),3,0
Parallel in org::apache::tools::ant::taskdefs (Class),14,1
CutDirsMapper in org::apache::tools::ant::types::mappers (Class),5,0
RunnableAdapter in org::apache::tools::ant::taskdefs::TypeAdapterTest (Class),6,0
LogListener in org::apache::tools::ant::taskdefs::optional::ssh (Class),1,0
ExecuteStreamHandler in org::apache::tools::ant::taskdefs (Class),5,2
ManifestException in org::apache::tools::ant::taskdefs (Class),2,0
anonymous(DateFormatFactory) in org::apache::tools::ant::taskdefs::Touch.setPattern() (Class),2,0
StringTokenizer in org::apache::tools::ant::filters::TokenFilter (Class),0,0
JbossDeploymentTool in org::apache::tools::ant::taskdefs::optional::ejb (Class),7,1
JUnitTaskMirrorImpl in org::apache::tools::ant::taskdefs::optional::junit (Class),4,0
ZipEntryTest in org::apache::tools::zip (Class),6,0
XMLResultAggregator in org::apache::tools::ant::taskdefs::optional::junit (Class),13,5
MakeUrlTest in org::apache::tools::ant::taskdefs (Class),16,0
PropertyHelper in org::apache::tools::ant (Class),47,6
StringResourceCollection in org::apache::tools::ant::types::resources::LazyResourceCollectionTest (Class),5,0
ClassFileUtils in org::apache::tools::ant::taskdefs::optional::depend (Class),2,0
HeadFilter in org::apache::tools::ant::filters (Class),11,0
ResourceExists in org::apache::tools::ant::taskdefs::condition (Class),3,1
oneFailureFTP in org::apache::tools::ant::taskdefs::optional::net::FTPTest (Class),1,0
ConstructingIterator in org::apache::tools::ant::ProjectHelperRepository (Class),5,0
PermissionsTest in org::apache::tools::ant::types (Class),9,0
And in org::apache::tools::ant::types::resources::selectors (Class),3,0
Attribute in org::apache::tools::ant::taskdefs::optional::XMLValidateTask (Class),6,3
DefaultInputHandler in org::apache::tools::ant::input (Class),4,0
Arc in org::apache::tools::ant::types::optional::image (Class),7,0
ParserSupportsTest in org::apache::tools::ant::taskdefs::condition (Class),9,0
MyExec in org::apache::tools::ant::taskdefs::TypeAdapterTest (Class),2,0
SortFilter in org::apache::tools::ant::filters (Class),12,2
AntResolver in org::apache::tools::ant::taskdefs::optional::extension::resolvers (Class),6,0
anonymous(SecurityManager) in org::apache::tools::ant::taskdefs::optional::TraXLiaisonTest.testXalan2Redirect() (Class),1,0
Size in org::apache::tools::ant::types::resources::comparators (Class),1,0
EchoTest in org::apache::tools::ant::taskdefs (Class),2,0
XmlnsTest in org::apache::tools::ant::taskdefs (Class),8,0
JUnitVersionHelper in org::apache::tools::ant::taskdefs::optional::junit (Class),5,0
WritableSelector in org::apache::tools::ant::types::selectors (Class),2,0
BaseTest in org::apache::tools::ant::taskdefs::optional::junit (Class),22,4
VerifyJar in org::apache::tools::ant::taskdefs (Class),4,0
AntClassLoader2 in org::apache::tools::ant::loader (Class),1,0
Token in org::apache::tools::ant::filters::ReplaceTokens (Class),4,2
FTP in org::apache::tools::ant::taskdefs::optional::net (Class),64,1
RExecRead in org::apache::tools::ant::taskdefs::optional::net::RExecTask (Class),5,1
JavaEnvUtilsTest in org::apache::tools::ant::util (Class),6,0
None in org::apache::tools::ant::types::resources::selectors (Class),3,0
ClassLoaderWithFlag in org::apache::tools::ant::types::resources::AbstractClasspathResource (Class),4,2
ProfileLogger in org::apache::tools::ant::listener (Class),7,0
JspCompilerAdapter in org::apache::tools::ant::taskdefs::optional::jsp::compilers (Class),4,0
Attribute in org::apache::tools::ant::taskdefs::MacroDef (Class),11,1
ValidMethodTestCase in org::apache::tools::ant::taskdefs::optional::junit::JUnitTestRunnerTest (Class),3,0
anonymous(Retryable) in org::apache::tools::ant::taskdefs::optional::net::FTP.transferFiles() (Class),1,0
CompilerAdapterFactory in org::apache::tools::ant::taskdefs::compilers (Class),6,0
TypeAdapter in org::apache::tools::ant (Class),5,0
P4Handler in org::apache::tools::ant::taskdefs::optional::perforce (Class),2,0
FlexInteger in org::apache::tools::ant::types (Class),3,0
SelectorUtils in org::apache::tools::ant::types::selectors (Class),22,0
LogLevel in org::apache::tools::ant::types (Class),5,0
CCMkdir in org::apache::tools::ant::taskdefs::optional::clearcase (Class),11,3
anonymous(ZipResource) in org::apache::tools::ant::taskdefs::ZipExtraFieldTest.testPreservesExtraFields() (Class),6,0
RemoteTunnel in org::apache::tools::ant::taskdefs::optional::ssh::SSHSession (Class),8,4
FileResource in org::apache::tools::ant::types::resources (Class),28,1
ReferenceChecker in org::apache::tools::ant::taskdefs::AntTest (Class),11,0
CCRmtype in org::apache::tools::ant::taskdefs::optional::clearcase (Class),20,7
Values in org::apache::tools::ant::listener::MailLogger (Class),27,13
UntarCompressionMethod in org::apache::tools::ant::taskdefs::Untar (Class),4,1
P4Reopen in org::apache::tools::ant::taskdefs::optional::perforce (Class),3,0
PreSetDef in org::apache::tools::ant::taskdefs (Class),3,0
CvsTagEntry in org::apache::tools::ant::taskdefs::cvslib (Class),7,3
ConstantPoolEntry in org::apache::tools::ant::taskdefs::optional::depend::constantpool (Class),8,2
AddNestedCreator in org::apache::tools::ant::IntrospectionHelper (Class),6,0
ConditionTask in org::apache::tools::ant::taskdefs (Class),8,0
Name in org::apache::tools::ant::types::resources::comparators (Class),1,0
Chmod in org::apache::tools::ant::taskdefs (Class),19,0
anonymous(BaseFilterReader) in org::apache::tools::ant::filters::DynamicFilterTest::CustomFilter.chain() (Class),1,0
ContainsString in org::apache::tools::ant::filters::TokenFilter (Class),2,0
JavaResourceTest in org::apache::tools::ant::types::resources (Class),5,0
anonymous(GetProperty) in org::apache::tools::ant::filters::ExpandProperties.read() (Class),1,0
DispatchUtils in org::apache::tools::ant::dispatch (Class),1,0
AbstractHandler in org::apache::tools::ant::helper::ProjectHelperImpl (Class),4,0
VmExitErrorTest in org::apache::tools::ant::taskdefs::optional::junit::JUnitTaskMirrorImpl (Class),6,0
FixCrLfFilter in org::apache::tools::ant::filters (Class),19,1
SizeComparisons in org::apache::tools::ant::types::selectors::SizeSelector (Class),1,1
CopyfileTest in org::apache::tools::ant::taskdefs (Class),9,0
AsiExtraFieldTest in org::apache::tools::zip (Class),5,0
InterfaceMethodRefCPInfo in org::apache::tools::ant::taskdefs::optional::depend::constantpool (Class),7,4
ConditionBase in org::apache::tools::ant::taskdefs::condition (Class),25,1
TaskRunnable in org::apache::tools::ant::taskdefs::Parallel (Class),5,1
Sleep in org::apache::tools::ant::taskdefs (Class),11,1
RemoveEofFilter in org::apache::tools::ant::filters::FixCrLfFilter (Class),3,0
XMLCatalogBuildFileTest in org::apache::tools::ant::types (Class),7,0
anonymous(Enumeration) in org::apache::tools::ant::util::CollectionUtils.asEnumeration() (Class),2,0
ResourceSelectorContainer in org::apache::tools::ant::types::resources::selectors (Class),8,1
JAXPUtils in org::apache::tools::ant::util (Class),12,3
CCUpdate in org::apache::tools::ant::taskdefs::optional::clearcase (Class),16,6
SignJarTest in org::apache::tools::ant::taskdefs (Class),11,0
DoubleCPInfo in org::apache::tools::ant::taskdefs::optional::depend::constantpool (Class),3,1
Move in org::apache::tools::ant::taskdefs (Class),11,1
NestedCondition in org::apache::tools::ant::taskdefs::optional::testing::Funtest (Class),2,1
ChangeLogWriter in org::apache::tools::ant::taskdefs::cvslib (Class),4,1
Option in org::apache::tools::ant::taskdefs::Apt (Class),5,3
Outer in test (Class),0,0
AntFTPFile in org::apache::tools::ant::taskdefs::optional::net::FTPTaskMirrorImpl::FTPDirectoryScanner (Class),22,2
CCMCheck in org::apache::tools::ant::taskdefs::optional::ccm (Class),12,3
FileTokenizer in org::apache::tools::ant::util (Class),2,0
FiltersFile in org::apache::tools::ant::types::FilterSet (Class),2,1
SimpleFilterReader in org::apache::tools::ant::filters::FixCrLfFilter (Class),17,1
Zip in org::apache::tools::ant::taskdefs (Class),75,7
ForkMode in org::apache::tools::ant::taskdefs::optional::junit::JUnitTask (Class),4,0
Size in org::apache::tools::ant::types::resources::selectors (Class),6,0
Translate in org::apache::tools::ant::taskdefs::optional::i18n (Class),19,0
TaskLogger in org::apache::tools::ant::util (Class),6,0
ForkingSunRmic in org::apache::tools::ant::taskdefs::rmic (Class),4,2
DependencyVisitor in org::apache::tools::ant::util::depend::bcel (Class),13,2
CMPVersion in org::apache::tools::ant::taskdefs::optional::ejb::EjbJar (Class),2,0
FileUtils in org::apache::tools::ant::util (Class),68,1
Available in org::apache::tools::ant::taskdefs (Class),22,3
FileSelector in org::apache::tools::ant::types::selectors (Class),1,0
Union in org::apache::tools::ant::types::resources (Class),10,0
XMLFragmentTest in org::apache::tools::ant::util (Class),4,0
JavaConstantResource in org::apache::tools::ant::types::resources (Class),1,0
P4Change in org::apache::tools::ant::taskdefs::optional::perforce (Class),6,2
TarConstants in org::apache::tools::tar (Class),1,0
anonymous(FilenameFilter) in org::apache::tools::ant::util::FileUtils.hasErrorInCase() (Class),1,0
MSVSSConstants in org::apache::tools::ant::taskdefs::optional::vss (Class),1,0
StringResourceFilterOutputStream in org::apache::tools::ant::types::resources::StringResource (Class),2,1
Tuple in org::apache::tools::ant::taskdefs::optional::EchoProperties (Class),2,0
ClasspathUtils in org::apache::tools::ant::util (Class),11,0
DTDLocation in org::apache::tools::ant::types (Class),1,0
JspNameMangler in org::apache::tools::ant::taskdefs::optional::jsp (Class),7,1
JUnitReportTest in org::apache::tools::ant::taskdefs::optional::junit (Class),17,1
DescriptionHandler in org::apache::tools::ant::helper::ProjectHelperImpl (Class),2,0
Action in org::apache::tools::ant::taskdefs::optional::net::FTPTask (Class),4,2
RegexpMatcherFactory in org::apache::tools::ant::util::regexp (Class),6,0
ContainsRegexpSelector in org::apache::tools::ant::types::selectors (Class),11,0
IncludeTest in org::apache::tools::ant (Class),13,0
XSLTProcess in org::apache::tools::ant::taskdefs (Class),56,9
SOSCheckin in org::apache::tools::ant::taskdefs::optional::sos (Class),5,1
SetProxy in org::apache::tools::ant::taskdefs::optional::net (Class),12,0
AddTypeTest in org::apache::tools::ant::types (Class),17,0
FormatAttribute in org::apache::tools::ant::taskdefs::optional::jdepend::JDependTask (Class),2,0
AddTabFilter in org::apache::tools::ant::filters::FixCrLfFilter (Class),3,0
anonymous(ResourceCollection) in org::apache::tools::ant::taskdefs::ZipExtraFieldTest.testPreservesExtraFields() (Class),3,0
Encoding in org::apache::tools::ant::taskdefs::email::EmailTask (Class),1,0
anonymous(AttributeSetter) in org::apache::tools::ant::IntrospectionHelper.createAttributeSetter() (Class),1,0
OnMissingExtensionPoint in org::apache::tools::ant::ProjectHelper (Class),5,0
CCMkattr in org::apache::tools::ant::taskdefs::optional::clearcase (Class),22,7
Cache in org::apache::tools::ant::taskdefs::optional::junit::JUnit4TestMethodAdapter (Class),6,0
MagicNames in org::apache::tools::ant (Class),2,0
TokenizedPattern in org::apache::tools::ant::types::selectors (Class),14,1
DOMUtil in org::apache::tools::ant::taskdefs::optional::junit (Class),5,0
TarTest in org::apache::tools::ant::taskdefs (Class),23,0
RExecWrite in org::apache::tools::ant::taskdefs::optional::net::RExecTask (Class),4,1
ExtensionUtil in org::apache::tools::ant::taskdefs::optional::extension (Class),7,0
FTPTaskMirror in org::apache::tools::ant::taskdefs::optional::net (Class),1,1
JarFileIterator in org::apache::tools::ant::taskdefs::optional::depend (Class),2,0
MSVSSCP in org::apache::tools::ant::taskdefs::optional::vss (Class),3,1
NestedSequential in org::apache::tools::ant::taskdefs::MacroDef (Class),5,2
SysProperties in org::apache::tools::ant::types::CommandlineJava (Class),11,1
EchoPropertiesTest in org::apache::tools::ant::taskdefs::optional (Class),28,1
MyCopy in org::apache::tools::ant::taskdefs::Sync (Class),7,3
RecorderEntry in org::apache::tools::ant::taskdefs (Class),27,2
TelnetTask in org::apache::tools::ant::taskdefs::optional::net (Class),11,0
anonymous(Retryable) in org::apache::tools::ant::taskdefs::optional::net::FTP.execute() (Class),1,0
RetryHandler in org::apache::tools::ant::util (Class),3,0
ContainerMapper in org::apache::tools::ant::util (Class),8,1
anonymous(DescriptorHandler) in org::apache::tools::ant::taskdefs::optional::ejb::WeblogicDeploymentTool.getWeblogicDescriptorHandler() (Class),1,0
Reference in org::apache::tools::ant::taskdefs::Ant (Class),4,1
FileProvider in org::apache::tools::ant::types::resources (Class),1,0
ConcatFilterTest in org::apache::tools::ant::filters (Class),14,0
PolyTest in org::apache::tools::ant::types (Class),6,0
ExecutorTest in org::apache::tools::ant (Class),22,0
LazyFileOutputStream in org::apache::tools::ant::util (Class),12,1
Replace in org::apache::tools::ant::taskdefs (Class),29,5
Data in org::apache::tools::bzip2::CBZip2InputStream (Class),3,0
TaskConfigurationChecker in org::apache::tools::ant (Class),5,0
TarRoundTripTest in org::apache::tools::tar (Class),3,0
SplashTask in org::apache::tools::ant::taskdefs::optional::splash (Class),13,1
anonymous(P4HandlerAdapter) in org::apache::tools::ant::taskdefs::optional::perforce::P4Change.getEmptyChangeList() (Class),1,0
PipeEntryPoint in org::apache::tools::ant::taskdefs::JavaTest (Class),1,0
DynamicAttribute in org::apache::tools::ant (Class),1,0
PropertyTest in org::apache::tools::ant::taskdefs (Class),13,0
SummaryJUnitResultFormatter in org::apache::tools::ant::taskdefs::optional::junit (Class),13,1
P4Sync in org::apache::tools::ant::taskdefs::optional::perforce (Class),4,0
ProxySetup in org::apache::tools::ant::util (Class),4,1
RegexpPatternMapper in org::apache::tools::ant::util (Class),8,0
anonymous(AttributeSetter) in org::apache::tools::ant::IntrospectionHelper.getEnumSetter() (Class),1,0
PathConvertTest in org::apache::tools::ant::taskdefs (Class),7,0
BufferingOutputFilterReader in org::apache::tools::ant::taskdefs::VerifyJar (Class),6,0
MailLogger in org::apache::tools::ant::listener (Class),7,0
UnicodeCommentExtraField in org::apache::tools::zip (Class),5,0
JakartaOroRegexp in org::apache::tools::ant::util::regexp (Class),4,1
TouchTest in org::apache::tools::ant::taskdefs (Class),21,1
Unpack in org::apache::tools::ant::taskdefs (Class),12,3
LocationResolver in org::apache::tools::ant::taskdefs::optional::extension::resolvers (Class),3,0
ExampleTest in <Default Package> (Class),1,0
Image in org::apache::tools::ant::taskdefs::optional::image (Class),20,2
Timeout in org::example::junit (Class),2,0
BaseSelectorTest in org::apache::tools::ant::types::selectors (Class),17,3
DeweyDecimal in org::apache::tools::ant::taskdefs::optional::extension (Class),2,0
EJBDeploymentTool in org::apache::tools::ant::taskdefs::optional::ejb (Class),4,0
TargetHandler in org::apache::tools::ant::helper::ProjectHelperImpl (Class),3,0
LineTokenizer in org::apache::tools::ant::util (Class),5,0
TemplateElement in org::apache::tools::ant::taskdefs::MacroDef (Class),11,3
FileDir in org::apache::tools::ant::types::resources::selectors::Type (Class),4,0
MapEntry in org::apache::tools::ant::taskdefs::PathConvert (Class),5,1
anonymous(Iterator) in org::apache::tools::ant::types::PropertySet.iterator() (Class),3,0
XMLValidateTask in org::apache::tools::ant::taskdefs::optional (Class),28,5
anonymous(ThreadLocal) in org::apache::tools::ant::ProjectHelper.<Initializer>() (Class),1,0
DocletParam in org::apache::tools::ant::taskdefs::Javadoc (Class),5,2
ImmutableTest in org::apache::tools::ant (Class),9,0
PvcsTest in org::apache::tools::ant::taskdefs::optional (Class),8,0
EmptyLoader in org::apache::tools::ant::loader::AntClassLoader5Test (Class),3,0
AntTypeTest in org::apache::tools::ant::taskdefs::PreSetDefTest (Class),2,0
SizeSelector in org::apache::tools::ant::types::selectors (Class),9,1
StringCPInfo in org::apache::tools::ant::taskdefs::optional::depend::constantpool (Class),4,1
AddEofFilter in org::apache::tools::ant::filters::FixCrLfFilter (Class),3,0
FTPSystemType in org::apache::tools::ant::taskdefs::optional::net::FTP (Class),4,1
DOMUtils in org::apache::tools::ant::util (Class),6,0
SizeSelectorTest in org::apache::tools::ant::types::selectors (Class),9,0
anonymous(Task) in org::apache::tools::ant::ProjectTest.testNullThrowableMessageLog() (Class),0,0
URLProvider in org::apache::tools::ant::types::resources (Class),1,0
DemuxOutputTask in org::apache::tools::ant::taskdefs (Class),4,0
AntTypeTable in org::apache::tools::ant::ComponentHelper (Class),9,0
CommandLauncherProxy in org::apache::tools::ant::taskdefs::Execute (Class),2,0
VerboseProgress in org::apache::tools::ant::taskdefs::Get (Class),5,0
anonymous(AttributeSetter) in org::apache::tools::ant::IntrospectionHelper.createAttributeSetter() (Class),1,0
WLRmic in org::apache::tools::ant::taskdefs::rmic (Class),7,1
ResolvePropertyMap in org::apache::tools::ant::property (Class),6,0
PropertiesfileCache in org::apache::tools::ant::types::selectors::modifiedselector (Class),13,1
WaitFor in org::apache::tools::ant::taskdefs (Class),13,3
JUnitResultFormatterMirror in org::apache::tools::ant::taskdefs::optional::junit::JUnitTaskMirror (Class),1,0
ResourceSelectorProvider in org::apache::tools::ant::util::ResourceUtils (Class),1,0
XSLTLogger in org::apache::tools::ant::taskdefs (Class),1,0
MSVSSTest in org::apache::tools::ant::taskdefs::optional::vss (Class),24,0
DownloadProgress in org::apache::tools::ant::taskdefs::Get (Class),3,0
LogCapturingJavac in org::apache::tools::ant::taskdefs::compilers::DefaultCompilerAdapterTest (Class),4,0
Compare in org::apache::tools::ant::types::resources::selectors (Class),8,0
UnPackageNameMapperTest in org::apache::tools::ant::util (Class),3,0
PlainMailer in org::apache::tools::ant::taskdefs::email (Class),4,0
ChangeLogParserTest in org::apache::tools::ant::taskdefs::cvslib (Class),3,0
ContentTransformingResource in org::apache::tools::ant::types::resources (Class),10,1
Action in org::apache::tools::ant::taskdefs::optional::net::FTP (Class),4,2
AvailableTest in org::apache::tools::ant::taskdefs (Class),31,0
Predicate in org::apache::tools::ant::types::Quantifier (Class),1,0
