Class,Methods,Over-exposed methods
FieldrefInfo in javassist::bytecode (Class),6,0
ClassSignature in javassist::bytecode::SignatureAttribute (Class),5,0
MethodrefInfo in javassist::bytecode (Class),6,0
ClassLoaderProvider in javassist::util::proxy::ProxyFactory (Class),1,0
Sample in sample::evolve (Class),1,0
ByteArrayClassPath in javassist (Class),5,0
StubGenerator in javassist::tools::rmi (Class),11,1
NameAndTypeInfo in javassist::bytecode (Class),9,0
framedump in javassist::tools (Class),2,0
FloatInitializer in javassist::CtField (Class),5,0
ClassFile in javassist::bytecode (Class),48,1
CodeAttribute in javassist::bytecode (Class),33,2
TypeName in javassist::bytecode::stackmap::TypeData (Class),15,0
IntegerInfo in javassist::bytecode (Class),7,0
ExprEditor in javassist::expr (Class),12,0
DefaultArrayAccessReplacementMethodNames in javassist::CodeConverter (Class),16,0
ClassFileWriter in javassist::bytecode (Class),3,0
RuntimeCopyException in javassist::bytecode::CodeAttribute (Class),1,0
ClassPathList in javassist (Class),1,0
Maker in javassist::bytecode::stackmap::TypedBlock (Class),3,1
Pointers in javassist::bytecode::CodeIterator (Class),2,0
Walker in javassist::bytecode::AnnotationsAttribute (Class),16,0
VerboseMetaobj in sample::reflect (Class),4,0
DoubleConst in javassist::compiler::ast (Class),10,0
CompileError in javassist::compiler (Class),7,0
FloatInfo in javassist::bytecode (Class),7,0
Sample in javassist::tools::reflect (Class),4,0
AccessorMaker in javassist::compiler (Class),7,0
anonymous(PrivilegedExceptionAction) in javassist::util::proxy::SecurityActions.set() (Class),1,0
BasicBlock in javassist::bytecode::stackmap (Class),4,0
ArrayMemberValue in javassist::bytecode::annotation (Class),10,0
Lex in javassist::compiler (Class),23,6
AttributeInfo in javassist::bytecode (Class),21,2
ScopedClassPoolRepositoryImpl in javassist::scopedpool (Class),14,1
JvstCodeGen in javassist::compiler (Class),32,0
MemberCodeGen in javassist::compiler (Class),43,2
anonymous(ReturnHook) in javassist::compiler::CodeGen.atSyncStmnt() (Class),1,0
Walker in javassist::bytecode::StackMap (Class),9,1
UninitThis in javassist::bytecode::stackmap::TypeData (Class),5,0
TypeParameter in javassist::bytecode::SignatureAttribute (Class),6,1
ArrayType in javassist::bytecode::SignatureAttribute (Class),4,0
Metalevel in javassist::tools::reflect (Class),3,0
CtField in javassist (Class),28,3
StringInitializer in javassist::CtField (Class),4,0
WebPage in sample::evolve (Class),3,1
Handler in javassist::expr (Class),10,1
LocalVariableTypeAttribute in javassist::bytecode (Class),7,0
Sample in javassist::tools::rmi (Class),2,0
JsrHook2 in javassist::compiler::MemberCodeGen (Class),2,0
LineNumberAttribute in javassist::bytecode (Class),11,1
ByteArray in javassist::bytecode (Class),6,0
Parser in javassist::bytecode::AnnotationsAttribute (Class),13,0
Token in javassist::compiler (Class),2,0
StringInfo in javassist::bytecode (Class),7,0
ConstructorCall in javassist::expr (Class),5,0
CtPrimitiveType in javassist (Class),9,5
ScopedClassPoolFactoryImpl in javassist::scopedpool (Class),3,1
FieldDecl in javassist::compiler::ast (Class),5,0
StringConstParameter in javassist::CtMethod (Class),4,0
anonymous(PrivilegedAction) in javassist::util::proxy::SecurityActions.getDeclaredMethods() (Class),1,0
TypeVariable in javassist::bytecode::SignatureAttribute (Class),3,0
LoaderClassPath in javassist (Class),5,1
anonymous(PrivilegedExceptionAction) in javassist::util::proxy::SerializedProxy.loadClass() (Class),1,0
NoSuchClassError in javassist::bytecode::annotation (Class),2,0
SimpleCopy in javassist::bytecode::StackMap (Class),8,0
NullType in javassist::bytecode::stackmap::TypeData (Class),6,1
ArrayInitializer in javassist::CtField (Class),4,0
Variable in javassist::compiler::ast (Class),4,0
MethodInitializer in javassist::CtField (Class),4,0
Jump16 in javassist::bytecode::CodeIterator (Class),3,0
RuntimeSupport in javassist::util::proxy (Class),12,0
ConstInfo in javassist::bytecode (Class),9,1
CtMember in javassist (Class),17,3
ClassPool in javassist (Class),50,5
MethodFilter in javassist::util::proxy (Class),1,0
Copier in javassist::bytecode::StackMapTable (Class),3,0
DirClassPath in javassist (Class),5,0
ClassPath in javassist (Class),3,0
InstanceOfExpr in javassist::compiler::ast (Class),4,0
InsertLocal in javassist::bytecode::StackMapTable (Class),2,0
CountApplet in sample::rmi (Class),9,3
Utf8Info in javassist::bytecode (Class),7,0
Metaobject in javassist::tools::reflect (Class),13,2
AppletServer in javassist::tools::rmi (Class),12,0
CtNewMethod in javassist (Class),12,0
anonymous(FilenameFilter) in javassist::JarDirClassPath.JarDirClassPath() (Class),1,0
JarDirClassPath in javassist (Class),4,0
Annotation in javassist::bytecode::annotation (Class),14,0
TransformNewClass in javassist::convert (Class),3,0
TransformAfter in javassist::convert (Class),2,0
Instanceof in javassist::expr (Class),7,1
IntQueue in javassist::bytecode::analysis (Class),4,0
SymbolTable in javassist::compiler (Class),5,0
ByteVector in javassist::bytecode (Class),9,2
NewInitializer in javassist::CtField (Class),5,0
SyntheticAttribute in javassist::bytecode (Class),4,0
Viewer in javassist::tools::web (Class),9,0
Lookup in javassist::bytecode::CodeIterator (Class),3,0
PrettyPrinter in javassist::bytecode::Descriptor (Class),2,0
CharMemberValue in javassist::bytecode::annotation (Class),10,1
Type in javassist::bytecode::SignatureAttribute (Class),1,0
Maker in javassist::bytecode::stackmap::BasicBlock (Class),14,0
ScopedClassPool in javassist::scopedpool (Class),15,3
ProceedForArray in javassist::expr::NewArray (Class),3,0
Compiler in sample::preproc (Class),11,1
Transformer in javassist::convert (Class),8,0
Webserver in javassist::tools::web (Class),20,1
Shifter in javassist::bytecode::StackMap (Class),2,0
StackMapTable in javassist::bytecode (Class),11,0
Frame in javassist::bytecode::analysis (Class),20,6
FieldInfo in javassist::bytecode (Class),19,0
LocalVariableAttribute in javassist::bytecode (Class),24,0
HelloWorld in <Default Package> (Class),3,2
SourceFileAttribute in javassist::bytecode (Class),5,1
Sample in sample::vector (Class),2,0
Main in sample::reflect (Class),1,0
ClassType in javassist::bytecode::SignatureAttribute (Class),6,1
AnnotationsAttribute in javassist::bytecode (Class),12,0
ArrayAccessReplacementMethodNames in javassist::CodeConverter (Class),16,0
StringL in javassist::compiler::ast (Class),4,0
anonymous(ProceedHandler) in javassist::compiler::Javac.recordStaticProceed() (Class),2,0
Keyword in javassist::compiler::ast (Class),4,0
Evolution in sample::evolve (Class),8,1
BadBytecode in javassist::bytecode (Class),3,0
ProceedHandler in javassist::compiler (Class),2,0
CompiledClass in javassist::tools::reflect (Class),1,0
DoubleInitializer in javassist::CtField (Class),5,0
ClassMap in javassist (Class),11,0
ExceptionsAttribute in javassist::bytecode (Class),12,0
FieldInitLink in javassist (Class),1,0
LongMemberValue in javassist::bytecode::annotation (Class),10,1
CtClass in javassist (Class),90,18
NestedClassType in javassist::bytecode::SignatureAttribute (Class),2,0
X in sample::vector (Class),0,0
Main in sample::duplicate (Class),1,0
Cache in javassist::CtMember (Class),23,0
LdcEntry in javassist::bytecode::CodeAttribute (Class),2,0
CodeInitializer0 in javassist::CtField (Class),4,0
Viewer in sample::duplicate (Class),19,3
Switcher in javassist::bytecode::CodeIterator (Class),8,1
JvstTypeChecker in javassist::compiler (Class),16,0
Subroutine in javassist::bytecode::analysis (Class),9,2
SubroutineScanner in javassist::bytecode::analysis (Class),7,1
AssignExpr in javassist::compiler::ast (Class),3,0
AnnotationMemberValue in javassist::bytecode::annotation (Class),9,0
DoubleInfo in javassist::bytecode (Class),7,0
AccessFlag in javassist::bytecode (Class),12,0
Mark in javassist::bytecode::stackmap::BasicBlock (Class),3,0
BinExpr in javassist::compiler::ast (Class),3,0
DefaultMethodHandler in javassist::util::proxy::RuntimeSupport (Class),2,0
ArrayElement in javassist::bytecode::stackmap::TypeData (Class),6,0
TypeData in javassist::bytecode::stackmap (Class),15,7
anonymous(ProceedHandler) in javassist::compiler::Javac.recordSpecialProceed() (Class),2,0
BasicType in javassist::bytecode::stackmap::TypeData (Class),13,0
Inner in javassist::runtime (Class),0,0
TransformWriteField in javassist::convert (Class),2,0
NewExpr in javassist::compiler::ast (Class),11,0
FieldAccess in javassist::expr (Class),15,4
Depth in javassist::runtime::Cflow (Class),4,0
anonymous(PrivilegedExceptionAction) in javassist::ClassPool.<Initializer>() (Class),1,0
ConstParameter in javassist::CtMethod (Class),9,0
ConstInfoPadding in javassist::bytecode (Class),5,0
ObjectType in javassist::bytecode::SignatureAttribute (Class),0,0
Pc in javassist::bytecode::LineNumberAttribute (Class),1,1
ClassMetaobject in javassist::tools::reflect (Class),19,2
CtNewNestedClass in javassist (Class),3,0
TokenId in javassist::compiler (Class),1,0
MultiArrayInitializer in javassist::CtField (Class),4,0
ServiceThread in javassist::tools::web (Class),2,0
Entry in javassist::bytecode::analysis::IntQueue (Class),1,0
RemoteException in javassist::tools::rmi (Class),2,0
BooleanMemberValue in javassist::bytecode::annotation (Class),10,1
DuplicateMemberException in javassist::bytecode (Class),1,0
ExceptionTable in javassist::bytecode (Class),20,0
Proxy in javassist::tools::rmi (Class),1,1
ProceedForWrite in javassist::expr::FieldAccess (Class),3,0
