Class,Methods,Over-exposed methods
DifferentTypesInConstructor in org::junit::tests::experimental::theories::runner::SuccessfulWithDataPointFields (Class),3,0
SubstringMatcher in org::junit::internal::matchers (Class),5,1
JUnit4TestCaseFacade in junit::framework (Class),5,1
OneTest in org::junit::tests::listening::UserStopTest (Class),1,0
MethodUsesCustomMethodRule in org::junit::tests::experimental::rules::TestRuleTest (Class),3,0
anonymous(Statement) in org::junit::tests::experimental::rules::TestRuleTest::MethodExampleTest.<Initializer>()::anonymous(TestRule).apply() (Class),1,0
ExactComparisonCriteria in org::junit::internal (Class),2,0
AnnotatedTest in org::junit::tests::junit3compatibility::JUnit38ClassRunnerTest (Class),1,0
PrivateSuiteMethod in org::junit::tests::junit3compatibility::ClassRequestTest (Class),1,0
anonymous(Runnable) in org::junit::tests::running::core::CommandLineTest.runATest() (Class),1,0
anonymous(Statement) in org::junit::tests::experimental::rules::TestRuleTest::OrderTestRule.apply() (Class),1,0
JUnit3Builder in org::junit::internal::builders (Class),3,1
anonymous(Statement) in org::junit::tests::experimental::rules::ClassRulesTest::OrderTestRule.apply() (Class),1,0
EachTest in org::junit::tests::assertion (Class),1,0
NullsOK in org::junit::tests::experimental::theories::runner::UnsuccessfulWithDataPointFields (Class),2,0
TestRunner in junit::textui (Class),19,1
Count in org::junit::tests::running::core::CommandLineTest (Class),1,0
SlowTests in org::junit::tests::experimental::categories::CategoryTest (Class),0,0
SonOfWrongTypedField in org::junit::tests::experimental::rules::MethodRulesTest (Class),0,0
ParameterSignature in org::junit::experimental::theories (Class),12,0
InitializationError in org::junit::runners::model (Class),5,0
HalfMalformedJUnit38TestMethod in org::junit::tests::experimental::max::MaxStarterTest (Class),2,0
ErrorTest in org::junit::tests::listening::TextListenerTest (Class),1,0
ExpectedException in org::junit::rules (Class),17,0
ExperimentalTests in org::junit::tests::experimental (Class),0,0
anonymous(Protectable) in junit::extensions::TestSetup.run() (Class),1,0
ComparisonCompactor in junit::framework (Class),9,0
TestWithMethodRule in org::junit::tests::experimental::rules::RuleFieldValidatorTest (Class),1,0
ParametersNotIterable in org::junit::tests::running::classes::ParameterizedTestTest (Class),2,0
RunNotifierTest in org::junit::runner::notification (Class),2,0
DoublePrecisionAssertTest in junit::tests::framework (Class),7,0
InheritedTestTest in org::junit::tests::running::methods (Class),2,0
Super in org::junit::internal::MethodSorterTest (Class),1,0
Describable in org::junit::runner (Class),1,0
TextListener in org::junit::internal (Class),12,0
PrivateRule in org::junit::tests::experimental::rules::MethodRulesTest (Class),2,0
OneTest in org::junit::tests::junit3compatibility::JUnit38ClassRunnerTest (Class),1,0
anonymous(Comparator) in org::junit::internal::MethodSorter.<Initializer>() (Class),1,0
ExpectedExceptionStatement in org::junit::rules::ExpectedException (Class),2,0
CallMethodOnlyOnceRule in org::junit::tests::experimental::rules::ClassRulesTest (Class),3,0
