Class,Methods,Over-exposed methods
anonymous(AbstractAction) in com::cburch::logisim::analyze::gui::TableTabCaret.TableTabCaret() (Class),1,0
Keyboard in com::cburch::logisim::std::io (Class),82,0
JKFlipFlop in com::cburch::logisim::legacy (Class),44,0
Clear in com::cburch::logisim::gui::main::SelectionActions (Class),7,0
Attribute in com::cburch::logisim::data::BitWidth (Class),24,0
SwitchHandler in com::cburch::logisim::legacy::Version1Support (Class),7,0
anonymous(IntVisitor) in com::cburch::logisim::analyze::model::Expression.isCnf() (Class),7,0
Strings in com::cburch::logisim::tools::key (Class),29,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::model::Expression.replaceVariable() (Class),6,0
OptionNode in com::cburch::logisim::gui::log::ComponentSelector (Class),81,0
Listener in com::cburch::logisim::gui::main::Explorer (Class),30,0
GifEncoder in com::cburch::logisim::util (Class),63,0
anonymous(ComponentListener) in com::cburch::logisim::analyze::gui::Analyzer.addTab() (Class),4,0
Led in com::cburch::logisim::std::io (Class),71,0
SelectionBase in com::cburch::logisim::gui::main (Class),253,2
MyListener in com::cburch::logisim::analyze::model::OutputExpressions (Class),51,0
MyListener in com::cburch::logisim::gui::opts::MouseOptions (Class),131,0
Explorer in com::cburch::logisim::gui::main (Class),26,0
Listener in com::cburch::logisim::gui::main::Selection (Class),10,0
CircuitAttributes in com::cburch::logisim::circuit (Class),100,1
Strings in com::cburch::logisim::std::wiring (Class),17,0
TickCounter in com::cburch::logisim::gui::main (Class),26,0
MyListener in com::cburch::logisim::proj::LogisimPreferences (Class),9,0
ModelEvent in com::cburch::logisim::gui::log (Class),1,0
CannotHandle in com::cburch::logisim::circuit::AnalyzeException (Class),2,0
AppearanceCanvas in com::cburch::logisim::gui::appear (Class),232,0
Action in com::cburch::logisim::proj (Class),62,1
MoveRequest in com::cburch::logisim::tools::move (Class),51,3
TruthTableMouseListener in com::cburch::logisim::analyze::gui (Class),51,0
anonymous(IntVisitor) in com::cburch::logisim::analyze::model::Expression.evaluate() (Class),6,0
anonymous(Visitor) in com::cburch::logisim::analyze::model::Expression.toString() (Class),7,0
RomAttributes in com::cburch::logisim::std::memory (Class),72,0
Toolbar in com::cburch::draw::gui (Class),18,1
anonymous(IntVisitor) in com::cburch::logisim::analyze::model::Expression.isCnf() (Class),7,0
ReadContext in com::cburch::logisim::file::XmlReader (Class),101,0
Or in com::cburch::logisim::analyze::model::Expressions (Class),41,0
SimulateOptions in com::cburch::logisim::gui::opts (Class),32,0
Rectangle in com::cburch::draw::shapes (Class),64,0
MyListener in com::cburch::logisim::gui::prefs::IntlOptions (Class),13,0
MouseMappingsListener in com::cburch::logisim::file::MouseMappings (Class),10,1
LogisimMenuBar in com::cburch::logisim::gui::menu (Class),112,0
WindowClosable in com::cburch::logisim::util (Class),4,0
CircuitComparator in com::cburch::logisim::circuit::CircuitLocker (Class),11,0
DialogPanel in com::cburch::logisim::analyze::gui::BuildCircuitButton (Class),2,0
ToolboxManip in com::cburch::logisim::gui::main (Class),22,0
MenuItemImpl in com::cburch::logisim::gui::menu (Class),21,0
Comp in com::cburch::logisim::legacy::JKFlipFlop (Class),36,0
VariableList in com::cburch::logisim::analyze::model (Class),180,0
SubListener in com::cburch::logisim::gui::main::ProjectExplorer (Class),4,0
Strings in com::cburch::logisim::analyze::gui (Class),21,0
anonymous(WireRepair) in com::cburch::logisim::std::wiring::TransmissionGate.getInstanceFeature() (Class),1,0
MyListener in com::cburch::logisim::gui::start::MacOsAdapter (Class),11,0
ModelInsertHandleAction in com::cburch::draw::actions (Class),34,0
anonymous(StringGetter) in com::cburch::logisim::util::StringUtil.formatter() (Class),1,0
anonymous(StringGetter) in com::cburch::logisim::util::StringUtil.constantGetter() (Class),1,0
Main in com::cburch::logisim (Class),11,0
MyListener in com::cburch::logisim::gui::prefs::ToolOptions (Class),13,0
EditPopup in com::cburch::logisim::gui::menu (Class),38,0
anonymous(WireRepair) in com::cburch::logisim::std::gates::AbstractGate.getInstanceFeature() (Class),1,0
anonymous(JScrollBar) in com::cburch::logisim::analyze::gui::TableTab.getVerticalScrollBar() (Class),2,0
SimulatorListener in com::cburch::logisim::circuit (Class),30,0
VariableTab in com::cburch::logisim::analyze::gui (Class),92,0
Probe in com::cburch::logisim::std::base (Class),74,1
TreeTransferHandler in com::cburch::logisim::util::JTreeUtil (Class),132,0
KeyConfigurationResult in com::cburch::logisim::tools::key (Class),24,0
anonymous(StringGetter) in com::cburch::logisim::util::StringUtil.formatter() (Class),1,0
AnalyzerModel in com::cburch::logisim::analyze::model (Class),82,0
MemPoker in com::cburch::logisim::std::memory (Class),40,0
MinimizedTab in com::cburch::logisim::analyze::gui (Class),36,0
anonymous(Comparator) in com::cburch::logisim::util::TableSorter.<Initializer>() (Class),1,0
anonymous(IntVisitor) in com::cburch::logisim::analyze::model::Expression.containsXor() (Class),6,0
LogisimPreferences in com::cburch::logisim::proj (Class),211,1
MyComponentListener in com::cburch::logisim::circuit::appear::CircuitPins (Class),33,0
IntContents in com::cburch::logisim::std::memory::MemContentsSub (Class),61,0
LocationAttribute in com::cburch::logisim::data::Attributes (Class),11,0
Propagator in com::cburch::logisim::circuit (Class),202,0
Tunnel in com::cburch::logisim::std::base (Class),56,1
Gates in com::cburch::logisim::std::gates (Class),32,0
Highlighter in com::cburch::hex (Class),50,1
SimulateMenuListener in com::cburch::logisim::gui::main::MenuListener (Class),31,0
anonymous(ExpressionComputer) in com::cburch::logisim::std::gates::AbstractGate.getInstanceFeature() (Class),1,0
anonymous(StringGetter) in com::cburch::logisim::util::StringUtil.formatter() (Class),1,0
AppearanceToolbarModel in com::cburch::logisim::gui::appear (Class),41,0
SortableHeaderRenderer in com::cburch::logisim::util::TableSorter (Class),10,0
TruthTableListener in com::cburch::logisim::analyze::model (Class),20,0
ConstantGetter in com::cburch::logisim::data::Attributes (Class),21,0
ContentsInterface in com::cburch::logisim::std::memory::MemContentsSub (Class),91,0
Connector in com::cburch::logisim::tools::move (Class),82,0
ShortContents in com::cburch::logisim::std::memory::MemContentsSub (Class),61,0
Oval in com::cburch::draw::shapes (Class),57,0
InstanceComponent in com::cburch::logisim::instance (Class),290,4
RegisterLogger in com::cburch::logisim::std::memory (Class),20,0
MyListener in com::cburch::logisim::circuit::appear::CircuitAppearance (Class),9,0
anonymous(WireRepair) in com::cburch::logisim::std::gates::ControlledBuffer.getInstanceFeature() (Class),1,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::gui::ExpressionView::ExpressionData.computeText() (Class),7,0
OrGate in com::cburch::logisim::std::gates (Class),72,0
Strings in com::cburch::logisim::data (Class),21,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::model::Expression.replaceVariable() (Class),6,0
anonymous(ExpressionComputer) in com::cburch::logisim::std::gates::Buffer.getInstanceFeature() (Class),1,0
TunnelAttributes in com::cburch::logisim::std::wiring (Class),58,1
EditListener in com::cburch::logisim::gui::hex::HexFrame (Class),52,0
PolylineTool in com::cburch::draw::tools (Class),4,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::model::Expression.replaceVariable() (Class),6,0
Logger in com::cburch::logisim::std::io::Led (Class),20,0
anonymous(IntVisitor) in com::cburch::logisim::analyze::model::Expression.evaluate() (Class),6,0
PainterDin in com::cburch::logisim::std::gates (Class),62,0
ZoomControl in com::cburch::logisim::gui::main (Class),1,0
CircuitWires in com::cburch::logisim::circuit (Class),276,0
MacCompatibility in com::cburch::logisim::util (Class),62,0
EditHandler in com::cburch::logisim::gui::main (Class),120,0
Listener in com::cburch::logisim::tools::SelectTool (Class),11,0
Listener in com::cburch::logisim::gui::log::FilePanel (Class),51,0
Circuit in com::cburch::logisim::circuit (Class),420,1
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::model::Expression.replaceVariable() (Class),6,0
AppearanceEditHandler in com::cburch::logisim::gui::appear (Class),120,0
anonymous(StringGetter) in com::cburch::logisim::util::StringUtil.formatter() (Class),1,0
CanvasPaintThread in com::cburch::logisim::gui::main (Class),42,1
PrefOptionList in com::cburch::logisim::gui::prefs (Class),30,0
MyDragbar in com::cburch::logisim::util::HorizontalSplitPane (Class),21,0
AttributeSetTableModel in com::cburch::logisim::gui::generic (Class),53,1
anonymous(Comparator) in com::cburch::logisim::tools::move::Connector.sortConnects() (Class),1,0
anonymous(Comparator) in com::cburch::logisim::util::TableSorter.<Initializer>() (Class),1,0
CanvasModelListener in com::cburch::draw::canvas (Class),1,0
OutputExpressionsListener in com::cburch::logisim::analyze::model (Class),10,0
anonymous(AbstractAction) in com::cburch::hex::Caret.Caret() (Class),1,0
HexReader in com::cburch::logisim::gui::hex::HexFile (Class),41,2
MoveRequestListener in com::cburch::logisim::tools::move (Class),10,0
RoundRectangle in com::cburch::draw::shapes (Class),78,0
Caret in com::cburch::logisim::tools (Class),140,1
ConstantExpression in com::cburch::logisim::std::wiring::Constant (Class),5,0
CounterData in com::cburch::gray (Class),50,1
CounterAttributes in com::cburch::logisim::std::memory (Class),81,1
InstanceFactory in com::cburch::logisim::instance (Class),370,2
Parser in com::cburch::logisim::analyze::model (Class),92,0
Adder in com::cburch::logisim::std::arith (Class),32,0
ProjectsDirty in com::cburch::logisim::file (Class),12,0
anonymous(AttributeSet) in com::cburch::logisim::data::AttributeSets.<Initializer>() (Class),11,0
anonymous(ExpressionComputer) in com::cburch::logisim::std::gates::AbstractGate.getInstanceFeature() (Class),1,0
AbstractGate in com::cburch::logisim::std::gates (Class),353,1
ContentsCell in com::cburch::logisim::std::memory::Rom (Class),51,0
LoadFailedException in com::cburch::logisim::file (Class),6,0
CircuitTransaction in com::cburch::logisim::circuit (Class),31,1
anonymous(Visitor) in com::cburch::logisim::analyze::model::Expression.toString() (Class),7,0
anonymous(StringGetter) in com::cburch::logisim::util::StringUtil.formatter() (Class),1,0
ReorderRequest in com::cburch::draw::model (Class),23,0
Model in com::cburch::logisim::gui::main::ZoomControl (Class),17,0
Poly in com::cburch::draw::shapes (Class),157,1
Rom in com::cburch::logisim::std::memory (Class),88,0
HexIntegerAttribute in com::cburch::logisim::data::Attributes (Class),31,0
DrawingAttributeSet in com::cburch::draw::model (Class),13,0
LZWStringTable in com::cburch::logisim::util::GifEncoder (Class),42,0
Strings in com::cburch::logisim::instance (Class),21,0
Counter in com::cburch::logisim::std::memory (Class),42,0
Radix10Signed in com::cburch::logisim::circuit::RadixOption (Class),21,0
Restriction in com::cburch::draw::tools::DrawingAttributeSet (Class),29,0
DeleteAction in com::cburch::logisim::gui::generic::ProjectExplorer (Class),2,0
anonymous(ExpressionComputer) in com::cburch::logisim::std::gates::AbstractGate.getInstanceFeature() (Class),1,0
ActionUnion in com::cburch::draw::undo (Class),33,0
HexEditor in com::cburch::hex (Class),200,0
CanvasModel in com::cburch::draw::model (Class),119,0
Main in com::cburch::draw::gui (Class),16,0
RendererIcon in com::cburch::logisim::gui::main::SimulationTreeRenderer (Class),13,0
MyListener in com::cburch::logisim::gui::menu::MenuSimulate (Class),51,0
anonymous(ExpressionComputer) in com::cburch::logisim::std::gates::NotGate.getInstanceFeature() (Class),1,0
Toolbar in com::cburch::logisim::gui::main (Class),20,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::model::Expression.removeVariable() (Class),6,0
anonymous(WireRepair) in com::cburch::logisim::std::gates::AbstractGate.getInstanceFeature() (Class),1,0
anonymous(IntVisitor) in com::cburch::logisim::analyze::model::Expression.isCircular() (Class),7,0
Anchor in com::cburch::logisim::gui::main::SelectionActions (Class),5,0
LocaleMenu in com::cburch::logisim::util::LocaleManager (Class),6,0
StringGetter in com::cburch::logisim::util (Class),10,0
GateAttributes in com::cburch::logisim::std::gates (Class),42,0
anonymous(ExpressionComputer) in com::cburch::logisim::std::gates::NotGate.getInstanceFeature() (Class),1,0
ModelChangeAttributeAction in com::cburch::draw::actions (Class),34,0
Selection in com::cburch::draw::canvas (Class),175,1
StateData in com::cburch::logisim::legacy::DFlipFlop (Class),7,0
PrefOption in com::cburch::logisim::gui::prefs (Class),12,1
RegisterState in com::cburch::logisim::std::memory (Class),3,0
SelectAction in com::cburch::logisim::gui::main::Toolbar (Class),7,0
LoadLibraries in com::cburch::logisim::file::LogisimFileActions (Class),32,0
EditListener in com::cburch::logisim::analyze::gui::Analyzer (Class),41,0
anonymous(WindowAdapter) in com::cburch::logisim::std::memory::Ram::RamState.getHexFrame() (Class),1,0
AttributeEvent in com::cburch::logisim::data (Class),33,0
Poker in com::cburch::logisim::std::memory::AbstractFlipFlop (Class),31,0
ToolbarList in com::cburch::logisim::gui::opts (Class),11,1
Project in com::cburch::logisim::proj (Class),362,2
RamState in com::cburch::logisim::std::memory::Ram (Class),62,0
CircuitChange in com::cburch::logisim::circuit (Class),195,1
ScreenDescriptor in com::cburch::logisim::util::GifEncoder (Class),51,0
PolygonTool in com::cburch::draw::tools (Class),4,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::gui::ExpressionView::ExpressionData.computeText() (Class),7,0
Power in com::cburch::logisim::std::wiring (Class),29,0
ComponentFactory in com::cburch::logisim::comp (Class),110,0
AttrTableDrawManager in com::cburch::draw::gui (Class),13,0
CircuitPinListener in com::cburch::logisim::circuit (Class),6,2
PokeCaret in com::cburch::logisim::legacy::JKFlipFlop (Class),92,0
Selection in com::cburch::logisim::gui::log (Class),91,1
MySelectionModel in com::cburch::logisim::gui::main::Explorer (Class),37,0
ProjectZoomModel in com::cburch::logisim::gui::main (Class),46,0
Strings in com::cburch::logisim::gui::appear (Class),35,0
anonymous(AbstractAction) in com::cburch::hex::Caret.Caret() (Class),1,0
ToolAttributeListener in com::cburch::logisim::tools::Tool (Class),7,0
anonymous(WireRepair) in com::cburch::logisim::std::gates::AbstractGate.getInstanceFeature() (Class),1,0
Strings in com::cburch::logisim::gui::hex (Class),29,0
CircuitFeature in com::cburch::logisim::circuit::SubcircuitFactory (Class),25,0
XmlCircuitReader in com::cburch::logisim::file (Class),68,0
TextFieldEvent in com::cburch::logisim::comp (Class),31,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::gui::ExpressionView::ExpressionData.computeText() (Class),7,0
OptionsActions in com::cburch::logisim::gui::opts (Class),31,0
SubListener in com::cburch::logisim::gui::main::Explorer (Class),7,0
WindowMenuManager in com::cburch::logisim::gui::opts::OptionsFrame (Class),21,0
PinData in com::cburch::logisim::circuit::CircuitPins (Class),4,0
XmlReader in com::cburch::logisim::file (Class),55,0
Nulls in com::cburch::logisim::util (Class),3,0
MyProjectListener in com::cburch::logisim::gui::main::Canvas (Class),101,0
GridIcon in com::cburch::logisim::gui::generic::ZoomControl (Class),74,1
anonymous(WindowFocusListener) in com::cburch::logisim::gui::menu::ProjectCircuitActions.promptForCircuitName() (Class),2,0
MyListener in com::cburch::logisim::gui::main::ProjectExplorer (Class),37,0
ReplacementMap in com::cburch::logisim::circuit (Class),149,1
Model in com::cburch::logisim::gui::log::SelectionList (Class),50,0
StateData in com::cburch::logisim::legacy::JKFlipFlop (Class),7,0
MySelectionModel in com::cburch::logisim::gui::generic::ProjectExplorer (Class),7,0
anonymous(Comparator) in com::cburch::logisim::tools::move::Connector.sortConnects() (Class),1,0
StdAttr in com::cburch::logisim::instance (Class),1,0
OptionsPanel in com::cburch::logisim::gui::prefs (Class),42,0
Simulator in com::cburch::logisim::circuit (Class),218,0
CardPanel in com::cburch::logisim::gui::generic (Class),33,0
BitWidthConfigurator in com::cburch::logisim::tools::key (Class),16,0
Strings in com::cburch::logisim::file (Class),41,0
Radix8 in com::cburch::logisim::circuit::RadixOption (Class),31,0
CircuitEvent in com::cburch::logisim::circuit (Class),41,0
EditTool in com::cburch::logisim::tools (Class),312,0
LogisimVersion in com::cburch::logisim (Class),72,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::model::Expression.replaceVariable() (Class),6,0
AttributeListener in com::cburch::logisim::data (Class),20,0
Subcircuit in com::cburch::logisim::circuit (Class),23,0
MyPanel in com::cburch::logisim::gui::start::About (Class),132,1
anonymous(ExpressionComputer) in com::cburch::logisim::std::gates::AbstractGate.getInstanceFeature() (Class),1,0
RemoveSeparator in com::cburch::logisim::gui::opts::ToolbarActions (Class),31,0
ZOrder in com::cburch::draw::util (Class),71,0
CircuitMutation in com::cburch::logisim::circuit (Class),143,0
AttrTableSelectionModel in com::cburch::draw::gui (Class),13,0
anonymous(WindowAdapter) in com::cburch::logisim::std::memory::Ram::RamState.getHexFrame() (Class),1,0
JFileChoosers in com::cburch::logisim::util (Class),20,0
Strings in com::cburch::logisim::std::arith (Class),27,0
SubcircuitFactory in com::cburch::logisim::circuit (Class),137,0
SelectionListener in com::cburch::draw::canvas (Class),8,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::gui::ExpressionView::ExpressionData.computeText() (Class),7,0
DurationAttribute in com::cburch::logisim::std::base (Class),19,0
SimulationExplorer in com::cburch::logisim::gui::main (Class),29,0
LayoutToolbarModel in com::cburch::logisim::gui::main (Class),49,0
Curve in com::cburch::draw::shapes (Class),141,3
anonymous(ExpressionComputer) in com::cburch::logisim::std::gates::NotGate.getInstanceFeature() (Class),1,0
anonymous(JScrollBar) in com::cburch::logisim::analyze::gui::TableTab.getVerticalScrollBar() (Class),2,0
RemoveCircuit in com::cburch::logisim::file::LogisimFileActions (Class),31,0
ClipboardContents in com::cburch::logisim::gui::appear (Class),12,0
anonymous(AbstractAction) in com::cburch::hex::Caret.Caret() (Class),1,0
Value in com::cburch::logisim::std::gates::CircuitDetermination (Class),11,0
anonymous(AbstractAction) in com::cburch::hex::Caret.Caret() (Class),1,0
LayoutPopupManager in com::cburch::logisim::gui::appear (Class),105,1
Data in com::cburch::logisim::gui::hex::Clip (Class),31,0
ProjectMenuListener in com::cburch::logisim::gui::main::MenuListener (Class),75,0
DrawAttr in com::cburch::draw::model (Class),4,0
RestrictedLabel in com::cburch::logisim::gui::prefs::IntlOptions (Class),6,0
ScrollPanel in com::cburch::logisim::gui::log (Class),41,0
Drawing in com::cburch::draw::model (Class),168,0
Decoder in com::cburch::logisim::std::plexers (Class),85,0
SetMainCircuit in com::cburch::logisim::file::LogisimFileActions (Class),31,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::gui::ExpressionView::ExpressionData.computeText() (Class),7,0
anonymous(ComponentListener) in com::cburch::logisim::analyze::gui::Analyzer.addTab() (Class),4,0
ToolTipMaker in com::cburch::logisim::tools (Class),10,0
MyListener in com::cburch::logisim::file::LoadedLibrary (Class),11,0
InstanceEvent in com::cburch::logisim::in (Class),7,0
MyListener in com::cburch::logisim::gui::log::TablePanel (Class),41,0
WireThread in com::cburch::logisim::circuit (Class),32,0
TextFieldCaret in com::cburch::logisim::comp (Class),164,0
InstanceDataSingleton in com::cburch::logisim::instance (Class),30,0
SplitterParameters in com::cburch::logisim::circuit (Class),53,13
MouseOptions in com::cburch::logisim::gui::opts (Class),52,0
anonymous(ComponentListener) in com::cburch::logisim::analyze::gui::Analyzer.addTab() (Class),4,0
WorkThread in com::cburch::logisim::util::ZipClassLoader (Class),52,0
Expressions in com::cburch::logisim::analyze::model (Class),61,0
WritingThread in com::cburch::logisim::file::LogisimFile (Class),12,0
Canvas in com::cburch::logisim::gui::main (Class),424,1
AttributeDefaultProvider in com::cburch::logisim::data (Class),20,0
WidthIncompatibilityData in com::cburch::logisim::circuit (Class),51,1
SimulatorPrototype in com::cburch::logisim::circuit (Class),0,0
anonymous(AbstractAction) in com::cburch::logisim::analyze::gui::TableTabCaret.TableTabCaret() (Class),1,0
StdinThread in com::cburch::logisim::gui::start::TtyInterface (Class),21,2
ProjectManager in com::cburch::logisim::gui::menu::WindowManagers (Class),31,0
LogisimFileChooser in com::cburch::logisim::util::JFileChoosers (Class),6,0
anonymous(WindowFocusListener) in com::cburch::logisim::gui::menu::ProjectCircuitActions.promptForCircuitName() (Class),2,0
MyDialog in com::cburch::logisim::gui::main::AttributeTable (Class),7,0
BitSelector in com::cburch::logisim::std::plexers (Class),72,0
Listener in com::cburch::hex::Caret (Class),121,0
FactoryAttributes in com::cburch::logisim::tools (Class),153,0
CanvasPaneContents in com::cburch::logisim::gui::generic (Class),64,1
anonymous(AbstractAction) in com::cburch::hex::Caret.Caret() (Class),1,0
anonymous(WindowAdapter) in com::cburch::logisim::std::memory::Ram::RamState.getHexFrame() (Class),1,0
And in com::cburch::logisim::analyze::model::Expressions (Class),41,0
ZoomOption in com::cburch::logisim::gui::opts::CanvasOptions (Class),7,0
ClockLogger in com::cburch::logisim::std::base::Clock (Class),12,0
RemoveTool in com::cburch::logisim::gui::opts::ToolbarActions (Class),31,0
CircuitBuilder in com::cburch::logisim::std::gates (Class),91,0
anonymous(ComponentListener) in com::cburch::logisim::analyze::gui::Analyzer.addTab() (Class),4,0
MyDialog in com::cburch::logisim::gui::generic::AttrTable (Class),13,0
Loader in com::cburch::logisim::file (Class),240,0
MyListener in com::cburch::logisim::gui::prefs::ExperimentalOptions (Class),13,0
anonymous(Comparator) in com::cburch::logisim::tools::move::Connector.sortConnects() (Class),1,0
ColorChooser in com::cburch::logisim::data::Attributes (Class),20,0
Component in com::cburch::logisim::comp (Class),159,0
anonymous(StringGetter) in com::cburch::logisim::util::StringUtil.constantGetter() (Class),1,0
anonymous(ExpressionVisitor) in com::cburch::logisim::analyze::model::Expression.replaceVariable() (Class),6,0
HexFrame in com::cburch::logisim::gui::hex (Class),12,0
LocaleGetter in com::cburch::logisim::util::LocaleManager (Class),21,0
Item in com::cburch::logisim::gui::main::Toolbar (Class),9,0
Translate in com::cburch::logisim::gui::main::SelectionActions (Class),41,0
AnalyzerManager in com::cburch::logisim::analyze::gui (Class),42,0
EditableLabel in com::cburch::draw::util (Class),170,0
CircuitAppearance in com::cburch::logisim::circuit::appear (Class),194,1
ToolbarOptions in com::cburch::logisim::gui::opts (Class),32,0
ActionTransaction in com::cburch::logisim::gui::appear::CanvasActionAdapter (Class),17,0
MemListener in com::cburch::logisim::std::memory::Mem (Class),21,0
CircuitAttributeListener in com::cburch::logisim::gui::main (Class),7,0
anonymous(WireRepair) in com::cburch::logisim::std::gates::AbstractGate.getInstanceFeature() (Class),1,0
ComponentIcon in com::cburch::logisim::gui::log (Class),42,0
anonymous(IntVisitor) in com::cburch::logisim::analyze::model::Expression.isCnf() (Class),7,0
MenuItem in com::cburch::logisim::gui::menu (Class),61,0
anonymous(Runnable) in com::cburch::logisim::gui::start::SplashScreen.setProgress() (Class),1,0
MyListener in com::cburch::logisim::gui::main::Selection (Class),21,0
Rectangle in com::cburch::draw::model (Class),7,0
anonymous(WindowFocusListener) in com::cburch::logisim::gui::menu::ProjectCircuitActions.promptForCircuitName() (Class),2,0
MyListener in com::cburch::logisim::analyze::gui::ExpressionView (Class),41,0
CellEditor in com::cburch::logisim::gui::generic::AttrTable (Class),53,2
anonymous(IntVisitor) in com::cburch::logisim::analyze::model::Expression.isCnf() (Class),7,0
