Class,Methods,Over-exposed methods
RequestAware in org::apache::struts2::interceptor (Class),1,0
I18n in org::apache::struts2::components (Class),6,0
Filter in org::apache::struts2::json::JSONCleaner (Class),1,0
PasswordModel in org::apache::struts2::views::freemarker::tags (Class),3,0
ShowJarsAction in org::apache::struts2::config_browser (Class),2,0
ActionNameBuilder in org::apache::struts2::convention (Class),1,0
anonymous(StubConfigurationProvider) in com::opensymphony::xwork2::spring::SpringObjectFactoryTest.setUp() (Class),1,0
AnnotationXWorkConverterTest in com::opensymphony::xwork2::conversion::impl (Class),25,0
EmbeddedJSPResultTest in org::apache::struts2 (Class),18,0
TabbedPane in org::apache::struts2::util (Class),8,0
JspText in org::apache::struts2::jasper::compiler::Node (Class),2,0
InnerObjectFactory in org::apache::struts2::dispatcher::FilterTest (Class),1,0
ServletContextSingleton in org::apache::struts2::config (Class),6,0
SkillDao in org::apache::struts2::showcase::dao (Class),3,0
anonymous(LinkedHashMap) in com::opensymphony::xwork2::inject::ContainerBuilder.factory()::anonymous(InternalFactory).toString() (Class),1,0
Localizer in org::apache::struts2::jasper::compiler (Class),7,0
Indexed in com::opensymphony::xwork2::util (Class),7,0
MethodCheck in com::opensymphony::xwork2::inject::ContainerImplTest (Class),3,1
LocaleProvider in com::opensymphony::xwork2 (Class),1,0
anonymous(ArrayList) in com::opensymphony::xwork2::validator::ActionValidatorManagerTest.testValidate() (Class),1,0
anonymous(Map.Entry) in org::apache::struts2::dispatcher::ApplicationMap.entrySet() (Class),5,0
OptGroup in org::apache::struts2::components (Class),10,0
PortletSessionMapTest in org::apache::struts2::portlet (Class),6,0
Generator in org::apache::struts2::jasper::compiler (Class),32,1
anonymous(Test) in org::apache::struts2::convention::PackageBasedActionConfigBuilder.getActionClassTest() (Class),1,0
anonymous(InternalFactory) in com::opensymphony::xwork2::inject::Scope::anonymous(Scope).scopeFactory() (Class),3,0
InnerActionMapper3 in org::apache::struts2::dispatcher::mapper::CompositeActionMapperTest (Class),5,1
RequestUtilsTest in org::apache::struts2 (Class),6,0
XmlConfigurationProviderResultsTest in com::opensymphony::xwork2::config::providers (Class),3,0
TextProviderHelper in org::apache::struts2::util (Class),4,0
XmlConfigurationProviderPackagesTest in com::opensymphony::xwork2::config::providers (Class),5,0
FileDownloadAction in org::apache::struts2::showcase::filedownload (Class),3,0
ConventionsService in org::apache::struts2::convention (Class),3,0
anonymous(PrivilegedExceptionAction) in org::apache::struts2::jasper::runtime::PageContextImpl.forward() (Class),1,0
Constants in org::apache::struts2::showcase::chat (Class),1,0
PageLocator in org::apache::struts2::config::ClasspathPackageProvider (Class),1,0
Command in com::opensymphony::xwork2::inject::ContainerBuilder (Class),1,0
ChartResult in org::apache::struts2::dispatcher (Class),17,3
JSONPopulator in org::apache::struts2::json (Class),12,1
ReflectionTools in org::apache::struts2::convention (Class),3,0
FreemarkerTest in org::apache::struts2::views::freemarker (Class),5,0
DynaBeanPropertyAccessorTest in org::apache::struts2::s1 (Class),8,0
Room in org::apache::struts2::showcase::chat (Class),12,3
ELContextImpl in org::apache::struts2::jasper::el (Class),12,0
StrutsMockServletContext in org::apache::struts2::dojo::views::jsp::ui (Class),30,1
Url in org::apache::struts2::jasper::tagplugins::jstl::core (Class),1,0
BigIntegerDelegate in org::apache::struts2::el::lang::ELArithmetic (Class),9,1
MemoryJavaFileObject in org::apache::struts2::compiler (Class),5,1
EmptyHandler in org::apache::struts2::views::java::simple (Class),1,0
Employee in org::apache::struts2::showcase::model (Class),30,1
InternalConfigurationManager in org::apache::struts2::dispatcher::DispatcherTest (Class),3,0
Import in org::apache::struts2::jasper::tagplugins::jstl::core (Class),1,0
Form in org::apache::struts2::components (Class),29,1
Dog in com::opensymphony::xwork2::util (Class),21,0
DefaultWorkflowInterceptor in com::opensymphony::xwork2::interceptor (Class),4,1
anonymous(StubConfigurationProvider) in com::opensymphony::xwork2::config::ConfigurationTest.testInitForPackageProviders() (Class),1,0
JspWriterImpl in org::apache::struts2::jasper::runtime (Class),45,4
ClearSessionInterceptor in org::apache::struts2::interceptor (Class),3,1
UrlHelper in org::apache::struts2::views::util (Class),10,0
Owner in com::opensymphony::xwork2::util (Class),3,0
InternalActionSupport in com::opensymphony::xwork2::validator::StringLengthFieldValidatorTest (Class),4,2
InvocationSessionStoreTest in org::apache::struts2::util (Class),4,0
Index in org::apache::struts2::convention::actions::skip (Class),1,0
ValidationException in com::opensymphony::xwork2::validator (Class),2,0
ClassLevelAnnotationsDefaultMethodAction in org::apache::struts2::convention::actions::action (Class),1,0
DelegatingValidatorContext in com::opensymphony::xwork2::validator (Class),37,3
ParameterFilterInterceptor in com::opensymphony::xwork2::interceptor (Class),14,4
anonymous(PrivilegedAction) in org::apache::struts2::jasper::runtime::PageContextImpl.setAttribute() (Class),1,0
SmapGenerator in org::apache::struts2::jasper::compiler (Class),9,2
anonymous(PrivilegedAction) in org::apache::struts2::jasper::runtime::PageContextImpl.getAttributeNamesInScope() (Class),1,0
LocationUtilsTest in com::opensymphony::xwork2::util::location (Class),5,0
MoreSelectsAction in org::apache::struts2::showcase (Class),16,0
MergeIteratorTagDemo in org::apache::struts2::showcase::tag::nonui::iteratortag (Class),8,0
InterceptorListHolder in com::opensymphony::xwork2::config::entities (Class),2,0
GenericValidatorContext in com::opensymphony::xwork2::validator (Class),16,0
BundleContextAware in org::apache::struts2::osgi::interceptor (Class),2,0
ActionModel in org::apache::struts2::views::freemarker::tags (Class),3,0
TextProviderSupportTest in com::opensymphony::xwork2 (Class),10,0
Bean in org::apache::struts2::dispatcher::VelocityResultTest (Class),3,0
OptGroupTest in org::apache::struts2::views::jsp::ui (Class),5,0
TokenTest in org::apache::struts2::views::java::simple (Class),4,0
anonymous(Object) in org::apache::struts2::dojo::views::jsp::ui::DateTimePickerTagTest.assertDateProperty() (Class),1,0
RestWorkflowInterceptor in org::apache::struts2::rest (Class),10,1
ExpressionValidatorTest in com::opensymphony::xwork2::validator (Class),6,0
ELText in org::apache::struts2::jasper::compiler::ELNode (Class),3,0
MockActionWithCookieAware in org::apache::struts2::interceptor::CookieInterceptorTest (Class),10,5
anonymous(HashMap) in com::opensymphony::xwork2::interceptor::ParametersInterceptorTest.testExcludedParametersAreIgnored() (Class),1,0
Component in org::apache::struts2::components (Class),35,2
ActionFormResetInterceptor in org::apache::struts2::s1 (Class),2,0
PortletServletResponse in org::apache::struts2::portlet::servlet (Class),36,0
ServletDispatcherResultTest in org::apache::struts2::dispatcher (Class),2,0
RequestUtils in org::apache::struts2 (Class),2,0
AnnotatedTestBean in com::opensymphony::xwork2 (Class),7,1
DefaultNamespaceAction in org::apache::struts2::convention::actions::namespace2 (Class),1,0
anonymous(LinkedHashMap) in com::opensymphony::xwork2::inject::ExternalContext.toString() (Class),1,0
EmbeddedServletOptions in org::apache::struts2::jasper (Class),36,0
anonymous(InternalFactory) in com::opensymphony::xwork2::inject::ContainerBuilder.factory() (Class),2,0
MethodExpressionLiteral in org::apache::struts2::el (Class),10,0
anonymous(XSLTResult) in org::apache::struts2::views::xslt::XSLTResultTest.testTransform4WithDocumentInclude() (Class),1,0
ExecuteInterceptor in com::opensymphony::xwork2::spring (Class),1,0
Skill in org::apache::struts2::showcase::model (Class),10,0
MultipleFileUploadUsingListAction in org::apache::struts2::showcase::fileupload (Class),8,0
anonymous(FilterDispatcher) in org::apache::struts2::dispatcher::FilterDispatcherTest.testCharacterEncodingSetBeforeRequestWrappingAndActionService() (Class),1,0
anonymous(Object) in org::apache::struts2::rest::DefaultHttpHeadersTest.testAutoETag() (Class),1,0
DoubleListUIBean in org::apache::struts2::components (Class),66,0
anonymous(ArrayList) in org::apache::struts2::rest::RestActionInvocationTest.testResultNotModified() (Class),1,0
anonymous(ContextualCallable) in com::opensymphony::xwork2::inject::ContainerImpl.injectStatics() (Class),1,0
JSPRuntime in org::apache::struts2 (Class),4,0
SubmitModel in org::apache::struts2::views::freemarker::tags (Class),3,0
GenericsObjectTypeDeterminer in com::opensymphony::xwork2::conversion::impl (Class),1,0
DummyConverter in org::apache::struts2 (Class),1,0
AliasInterceptorTest in com::opensymphony::xwork2::interceptor (Class),4,0
GenerateVisitor in org::apache::struts2::jasper::compiler::Generator (Class),47,0
ServletRedirectResult in org::apache::struts2::dispatcher (Class),17,1
RestActionInvocationTester in org::apache::struts2::rest::RestActionInvocationTest (Class),1,0
HostConfig in org::apache::struts2::dispatcher::ng (Class),4,0
anonymous(TemplateScalarModel) in org::apache::struts2::views::freemarker::tags::TagModelTest.testGetWriter() (Class),1,0
TextAreaDirective in org::apache::struts2::views::velocity::components (Class),2,0
PrefixBasedActionMapper in org::apache::struts2::dispatcher::mapper (Class),5,0
NumberTag in org::apache::struts2::views::jsp (Class),17,1
Foo in com::opensymphony::xwork2::spring::SpringObjectFactoryTest (Class),3,1
URLUtilTest in com::opensymphony::xwork2::util (Class),11,0
anonymous(DelegatingValidatorContext) in com::opensymphony::xwork2::validator::RepopulateConversionErrorFieldValidatorSupportTest.setUp() (Class),1,0
PortletServletRequestDispatcher in org::apache::struts2::portlet::servlet (Class),4,0
anonymous(Enumeration) in com::opensymphony::xwork2::conversion::impl::XWorkConverterTest.testStringToCustomTypeUsingCustomConverterFromProperties()::anonymous(ClassLoader).getResources() (Class),3,0
PushTagTest in org::apache::struts2::views::jsp (Class),1,0
TemplateEngineManagerTest in org::apache::struts2::views (Class),5,0
Token in org::apache::struts2::jasper::compiler::ELParser (Class),2,0
anonymous(MockFilterChain) in org::apache::struts2::dispatcher::ng::StrutsPrepareAndExecuteFilterIntegrationTest.testActionMappingLookup() (Class),1,0
DateRangeFieldValidatorDescription in com::opensymphony::xwork2::validator::metadata (Class),6,0
StrutsMockHttpServletResponse in org::apache::struts2::views::jsp (Class),18,0
ServletConfigInterceptorTest in org::apache::struts2::interceptor (Class),11,0
anonymous(InternalFactory) in com::opensymphony::xwork2::inject::ContainerBuilder.<Initializer>() (Class),1,0
UserSpecifiedDefaultAction in com::opensymphony::xwork2 (Class),0,0
VisitorFieldValidatorDescription in com::opensymphony::xwork2::validator::metadata (Class),7,0
HangmanService in org::apache::struts2::showcase::hangman (Class),2,1
DynAttribsTest in org::apache::struts2::views::jsp (Class),2,0
InnerBaseTemplateEngine in org::apache::struts2::components::template::BaseTemplateEngineTest (Class),4,0
anonymous(HashMap) in com::opensymphony::xwork2::util::TextParseUtilTest.testTranslateVariablesRecursive() (Class),1,0
MyActionSupport in com::opensymphony::xwork2::ActionSupportTest (Class),3,0
anonymous(ActionConfig) in org::apache::struts2::views::jsp::ui::FormTagTest.testFormWithCustomOnsubmitEnabledWithValidateEnabled3()::anonymous(com.opensymphony.xwork2.config.impl.DefaultConfiguration).getRuntimeConfiguration()::anonymous(RuntimeConfiguration).getActionConfig() (Class),2,0
ELSupport in org::apache::struts2::el::lang (Class),24,0
MergeIterator in org::apache::struts2::components (Class),6,0
SelectModel in org::apache::struts2::views::freemarker::tags (Class),3,0
anonymous(PreResultListener) in com::opensymphony::xwork2::interceptor::ConversionErrorInterceptor.intercept() (Class),1,0
XWorkIteratorPropertyAccessor in com::opensymphony::xwork2::ognl::accessor (Class),2,0
ShortRangeFieldValidator in com::opensymphony::xwork2::validator::validators (Class),7,0
FileUploadAction in org::apache::struts2::showcase::fileupload (Class),11,0
SmapGenVisitor in org::apache::struts2::jasper::compiler::SmapUtil (Class),24,0
ParameterNameAware in com::opensymphony::xwork2::interceptor (Class),1,0
ResultMapBuilder in org::apache::struts2::convention (Class),1,0
HttpHeaderResult in org::apache::struts2::dispatcher (Class),10,1
ParamVisitor in org::apache::struts2::jasper::compiler::Generator::GenerateVisitor.printParams() (Class),2,0
FreemarkerManager in org::apache::struts2::views::freemarker (Class),29,1
PrepareInterceptor in com::opensymphony::xwork2::interceptor (Class),5,1
CreateSessionInterceptor in org::apache::struts2::interceptor (Class),3,1
MockInterceptor in com::opensymphony::xwork2::mock (Class),12,0
ParsedValueEvaluator in com::opensymphony::xwork2::util::TextParseUtil (Class),1,0
ActionLevelNamespacesAction in org::apache::struts2::convention::actions::namespace3 (Class),1,0
SortIteratorFilter in org::apache::struts2::util (Class),8,0
MyTestPerson in com::opensymphony::xwork2::validator::RegexFieldValidatorTest (Class),5,0
anonymous(ConfigurationManager) in org::apache::struts2::rest::RestActionMapperTest.setUp() (Class),1,0
FileManager in com::opensymphony::xwork2::util (Class),9,0
ComponentTest in org::apache::struts2::components (Class),15,0
PageInfo in org::apache::struts2::jasper::compiler (Class),85,10
Address in com::opensymphony::xwork2::test::annotations (Class),9,5
JSONCleanerTest in org::apache::struts2::json (Class),6,0
MethodCall in com::opensymphony::xwork2::ognl::accessor::CompoundRootAccessor (Class),3,0
anonymous(MockHttpServletRequest) in org::apache::struts2::interceptor::RolesInterceptorTest.testIsAllowed() (Class),1,0
AnnotationValidationConfigurationBuilder in com::opensymphony::xwork2::validator (Class),22,0
BindTag in org::apache::struts2::dojo::views::jsp::ui (Class),9,1
FieldValidatorsExampleAction in org::apache::struts2::showcase::validation (Class),19,0
SubmitTest in org::apache::struts2::views::jsp::ui (Class),14,0
AstGreaterThanEqual in org::apache::struts2::el::parser (Class),2,0
Node in org::apache::struts2::jasper::compiler (Class),32,0
DependencyException in com::opensymphony::xwork2::inject (Class),3,0
PortletResult in org::apache::struts2::portlet::result (Class),14,1
Action in com::opensymphony::xwork2 (Class),2,0
TabbedPanelModel in org::apache::struts2::dojo::views::freemarker::tags (Class),3,0
ClassA in org::apache::struts2::json::SMDMethodInterfaceTest (Class),3,0
Template in org::apache::struts2::components::template (Class),7,1
JasperException in org::apache::struts2::jasper (Class),6,0
TestUtils in org::apache::struts2 (Class),4,0
anonymous(HashMap) in org::apache::struts2::views::jsp::PropertyTagTest.testWithAltSyntax2() (Class),1,0
ELFunctionMapper in org::apache::struts2::jasper::compiler (Class),3,1
Bean in org::apache::struts2::components (Class),8,0
CheckboxInterceptorTest in org::apache::struts2::interceptor (Class),10,0
ValueStack in com::opensymphony::xwork2::util (Class),20,0
XWorkConverter in com::opensymphony::xwork2::conversion::impl (Class),24,0
UpdateModelValuesInterceptor in org::apache::struts2::jsf (Class),2,0
anonymous(ConstraintMatcher) in com::opensymphony::xwork2::interceptor::ModelDrivenInterceptorTest.testModelDrivenUpdatedAndGetsPushedOntoStack() (Class),2,0
PlainTextResult in org::apache::struts2::dispatcher (Class),13,2
ResetTest in org::apache::struts2::views::java::simple (Class),5,0
anonymous(Comparator) in com::opensymphony::xwork2::interceptor::annotations::AnnotationWorkflowInterceptor.beforeResult() (Class),1,0
SimpleAdapterDocument in org::apache::struts2::views::xslt (Class),43,0
SingleActionNameAction in org::apache::struts2::convention::actions::action (Class),1,0
anonymous(LinkedHashMap) in org::apache::struts2::views::java::simple::FieldErrorTest.setUp() (Class),1,0
XmlConfigurationProviderResultTypesTest in com::opensymphony::xwork2::config::providers (Class),2,0
InvokeAction in org::apache::struts2::jasper::compiler::Node (Class),3,0
BarJunior in com::opensymphony::xwork2::util (Class),1,0
ParameterizedBridge in org::apache::struts2::json::bridge (Class),1,0
PortletResultTest in org::apache::struts2::portlet::result (Class),9,0
TextareaTag in org::apache::struts2::views::jsp::ui (Class),11,0
RequiredFieldValidator in com::opensymphony::xwork2::validator::validators (Class),2,0
TestNGXWorkTestCaseTest in com::opensymphony::xwork2 (Class),1,0
anonymous(com.opensymphony.xwork2.config.impl.DefaultConfiguration) in org::apache::struts2::views::jsp::ui::FormTagTest.testFormWithCustomOnsubmitEnabledWithValidateEnabled3() (Class),3,0
EmployeeDao in org::apache::struts2::showcase::dao (Class),6,0
DispatcherTest in org::apache::struts2::dispatcher (Class),9,0
FieldErrorHandler in org::apache::struts2::views::java::simple (Class),4,0
AnchorTest in org::apache::struts2::views::java::simple (Class),4,0
StrutsMockServletContext in org::apache::struts2::json (Class),32,1
SecurityClassLoad in org::apache::struts2::jasper::security (Class),2,0
TokenInterceptorTest in org::apache::struts2::interceptor (Class),9,1
anonymous(URIResolver) in org::apache::struts2::views::xslt::XSLTResultTest.testTransformWithError()::anonymous(XSLTResult).getURIResolver() (Class),1,0
JspServlet in org::apache::struts2::jasper::servlet (Class),10,0
Node in org::apache::struts2::util::PrefixTrie (Class),2,0
ComponentTagSupport in org::apache::struts2::views::jsp (Class),5,0
ELExpression in org::apache::struts2::jasper::compiler::Node (Class),5,0
QuizAction in org::apache::struts2::showcase::validation (Class),7,0
AnotherAnnotatedObject in org::apache::struts2::config (Class),0,0
anonymous(Container) in org::apache::struts2::views::jsp::ui::FormTagTest.testFormWithCustomOnsubmitEnabledWithValidateEnabled1()::anonymous(com.opensymphony.xwork2.config.impl.DefaultConfiguration).getContainer() (Class),7,0
HiddenTest in org::apache::struts2::views::jsp::ui (Class),5,0
PackageConfigTest in com::opensymphony::xwork2::config::entities (Class),1,0
Otherwise in org::apache::struts2::jasper::tagplugins::jstl::core (Class),1,0
HangmanConstants in org::apache::struts2::showcase::hangman (Class),1,0
ProxyNodeAdapter in org::apache::struts2::views::xslt (Class),16,0
StrutsRequestWrapper in org::apache::struts2::dispatcher (Class),6,1
GangsterForm in org::apache::struts2::showcase::integration (Class),10,1
HeadModel in org::apache::struts2::dojo::views::freemarker::tags (Class),3,0
IndentWriter in org::apache::struts2::sitegraph::model (Class),6,0
Util in org::apache::struts2::jasper::tagplugins::jstl (Class),7,0
GetOrdersTest in it::org::apache::struts2::rest::example (Class),5,0
XWorkList in com::opensymphony::xwork2::util (Class),11,0
ResultConfig in com::opensymphony::xwork2::config::entities (Class),7,0
ActionComponent in org::apache::struts2::components (Class),17,3
TestMockBodyContent in org::apache::struts2::views::jsp::IteratorTagTest (Class),2,0
PushTag in org::apache::struts2::views::jsp (Class),8,0
Dao in org::apache::struts2::showcase::dao (Class),8,1
SpringOsgiObjectFactory in org::apache::struts2::osgi (Class),7,0
ElseIfTag in org::apache::struts2::views::jsp (Class),8,0
AppendingValidatorContext in com::opensymphony::xwork2::validator::validators::VisitorFieldValidator (Class),5,0
ActionContextCleanUpTest in org::apache::struts2::dispatcher (Class),4,0
PortletContextAware in org::apache::struts2::portlet::interceptor (Class),2,0
ResourceTest in com::opensymphony::xwork2::util::ResolverUtil (Class),3,0
StaticContentLoader in org::apache::struts2::dispatcher (Class),4,0
PortletStateInterceptorTest in org::apache::struts2::portlet::interceptor (Class),4,0
anonymous(ModelFactory) in org::apache::struts2::views::freemarker::StrutsBeanWrapper::FriendlyMapModel.<Initializer>() (Class),1,0
anonymous(TemplateScalarModel) in org::apache::struts2::views::freemarker::tags::TagModelTest.testGetWriter() (Class),1,0
SampleAction in com::opensymphony::xwork2::interceptor::ParameterRemoverInterceptorTest (Class),2,0
CookieInterceptorTest in org::apache::struts2::interceptor (Class),7,0
FreeMarkerManagerTest in it::org::apache::struts2::showcase (Class),2,0
anonymous(ActionSupport) in org::apache::struts2::dispatcher::StrutsResultSupportTest.testParseAndEncode() (Class),1,0
XWorkMessages in com::opensymphony::xwork2 (Class),1,0
ActionConfigMatcherTest in com::opensymphony::xwork2::config::impl (Class),9,0
RepopulateConversionErrorFieldValidatorSupportTest in com::opensymphony::xwork2::validator (Class),5,0
NameIs in com::opensymphony::xwork2::util::ResolverUtil (Class),3,0
DefaultObjectTypeDeterminer in com::opensymphony::xwork2::conversion::impl (Class),10,0
XWorkExceptionTest in com::opensymphony::xwork2 (Class),7,0
RestActionMapper in org::apache::struts2::rest (Class),25,1
Render in org::apache::struts2::sitegraph::model (Class),1,0
AstMod in org::apache::struts2::el::parser (Class),2,0
InterceptorMapping in com::opensymphony::xwork2::config::entities (Class),5,0
FormDirective in org::apache::struts2::views::velocity::components (Class),3,0
ConfigurationManager in com::opensymphony::xwork2::config (Class),17,2
anonymous(URIResolver) in org::apache::struts2::views::xslt::XSLTResultTest.testTransform4WithBadDocumentInclude()::anonymous(XSLTResult).getURIResolver() (Class),1,0
anonymous(InternalFactory) in com::opensymphony::xwork2::inject::ContainerBuilder.<Initializer>() (Class),1,0
CdiObjectFactoryTest in org::apache::struts2::cdi (Class),4,0
anonymous(Comparator) in com::opensymphony::xwork2::interceptor::ParametersInterceptor.<Initializer>() (Class),1,0
XmlConfigurationProviderGlobalResultInheritenceTest in com::opensymphony::xwork2::config::providers (Class),1,0
FormModel in org::apache::struts2::views::freemarker::tags (Class),3,0
anonymous(RuntimeConfiguration) in org::apache::struts2::views::jsp::ui::FormTagTest.testFormWithCustomOnsubmitEnabledWithValidateEnabled4()::anonymous(com.opensymphony.xwork2.config.impl.DefaultConfiguration).getRuntimeConfiguration() (Class),2,0
anonymous(TemplateBooleanModel) in org::apache::struts2::views::freemarker::tags::TagModelTest.testGetWriter() (Class),1,0
XWorkListTest in com::opensymphony::xwork2::util (Class),1,0
OtherBean in org::apache::struts2::json (Class),17,7
JSONResultTest in org::apache::struts2::json (Class),24,0
AstMinus in org::apache::struts2::el::parser (Class),2,0
FormTagTest in org::apache::struts2::views::jsp::ui (Class),24,0
HelloWorldAction in actions::osgi (Class),5,0
anonymous(ParameterAction) in org::apache::struts2::dispatcher::mapper::DefaultActionMapper.DefaultActionMapper()::anonymous(PrefixTrie).<Initializer>() (Class),1,0
SimpleMethod in org::apache::struts2::oval::interceptor (Class),2,0
TagHandler in org::apache::struts2::views::java (Class),6,0
ResourceUtil in org::apache::struts2::views::util (Class),2,0
anonymous(Scope) in com::opensymphony::xwork2::inject::Scope (Class),1,0
BeanModel in org::apache::struts2::views::freemarker::tags (Class),3,0
DefaultResultMapBuilder in org::apache::struts2::convention (Class),12,1
ScriptingVariabler in org::apache::struts2::jasper::compiler (Class),2,0
InnerDispatcher in org::apache::struts2::dispatcher::ActionContextCleanUpTest (Class),5,0
anonymous(ActionServlet) in org::apache::struts2::s1::ActionFormValidationInterceptor.intercept() (Class),1,0
MyFileupAction in org::apache::struts2::interceptor::FileUploadInterceptorTest (Class),2,0
NameEndsWith in com::opensymphony::xwork2::util::ResolverUtil (Class),3,0
TagConstants in org::apache::struts2::jasper::compiler (Class),1,0
XWorkTestCase in com::opensymphony::xwork2 (Class),8,0
TextAreaHandler in org::apache::struts2::views::java::simple (Class),1,0
DelegatingObjectFactory in org::apache::struts2::osgi (Class),8,0
TreeTest in org::apache::struts2::dojo::views::jsp::ui (Class),3,0
StringLengthFieldValidatorDescription in com::opensymphony::xwork2::validator::metadata (Class),8,0
Parameterizable in com::opensymphony::xwork2::config::entities (Class),3,0
DefaultResultMapBuilderTest in org::apache::struts2::convention (Class),19,0
ServletActionRedirectResult in org::apache::struts2::dispatcher (Class),11,0
CloseHandler in org::apache::struts2::views::java::simple::SubmitHandler (Class),1,0
I18nTag in org::apache::struts2::views::jsp (Class),8,0
Welcome in mailreader2 (Class),1,0
PlexusUtils in org::apache::struts2::plexus (Class),3,0
IntRangeFieldValidatorDescription in com::opensymphony::xwork2::validator::metadata (Class),6,0
Reset in org::apache::struts2::components (Class),10,0
HeadTag in org::apache::struts2::dojo::views::jsp::ui (Class),14,1
ActionInvocation in com::opensymphony::xwork2 (Class),13,0
DivTest in org::apache::struts2::views::java::simple (Class),4,0
JsfEmployeeAction in org::apache::struts2::showcase::jsf (Class),8,0
AbstractUITagTest in org::apache::struts2::dojo::views::jsp::ui (Class),9,1
OsgiHost in org::apache::struts2::osgi (Class),9,1
ELContextWrapper in org::apache::struts2::jasper::el (Class),10,0
JJCalls in org::apache::struts2::el::parser::ELParser (Class),1,0
AstNegative in org::apache::struts2::el::parser (Class),3,0
ContentTypeHandlerManagerTest in org::apache::struts2::rest (Class),6,0
IteratorTag in org::apache::struts2::views::jsp (Class),17,0
anonymous(OgnlValueStack) in com::opensymphony::xwork2::interceptor::ParametersInterceptorTest.createStubValueStack() (Class),2,0
anonymous(ArrayList) in com::opensymphony::xwork2::CompositeTextProviderTest.testGetTextWithDefaultValuesAndArgs() (Class),1,0
anonymous(HashMap) in org::apache::struts2::views::jsp::PropertyTagTest.testEscapeXml() (Class),1,0
ScopedModelDrivenInterceptorTest in com::opensymphony::xwork2::interceptor (Class),8,0
AstDiv in org::apache::struts2::el::parser (Class),2,0
PersonTypeConverter in com::opensymphony::xwork2::test::annotations (Class),2,0
AnchorTest in org::apache::struts2::views::jsp::ui (Class),6,0
anonymous(Comparator) in org::apache::struts2::views::jsp::SortIteratorTagTest.getAction()::anonymous(ActionSupport).getComparator() (Class),1,0
MemberObject in org::apache::struts2::oval::interceptor (Class),2,1
PreResultListenerTest in com::opensymphony::xwork2::interceptor (Class),5,0
MyUserScopedModelDrivenAction in com::opensymphony::xwork2::interceptor::ScopedModelDrivenInterceptorTest (Class),6,0
Login in mailreader2 (Class),1,0
Person in org::apache::struts2::showcase::conversion (Class),4,0
TreeModel in org::apache::struts2::dojo::views::freemarker::tags (Class),3,0
ResourceStoreClassLoader in com::opensymphony::xwork2::util::classloader (Class),6,0
ComboBoxTag in org::apache::struts2::views::jsp::ui (Class),13,0
DWRValidator in org::apache::struts2::validators (Class),2,0
anonymous(PrefixTrie) in org::apache::struts2::dispatcher::mapper::DefaultActionMapper.DefaultActionMapper() (Class),1,0
FreeMarkerBundleResourceLoader in org::apache::struts2::osgi::loaders (Class),2,0
ReflectionProvider in com::opensymphony::xwork2::util::reflection (Class),15,0
anonymous(UIBean) in org::apache::struts2::components::UIBeanTest.testEscape() (Class),1,0
DelegatingSettings in org::apache::struts2::config (Class),5,0
anonymous(JSONCleaner) in org::apache::struts2::json::JSONCleanerTest.getCleaner() (Class),1,0
