Class,Methods,Over-exposed methods
VoidPrimitive in org::argouml::language::csharp::importer::csparser::nodes::expressions::primitive (Class),2,0
RemoveCommand in org::argouml::core::propertypanels::model::GetterSetterManagerImpl::BaseGetterSetter (Class),2,0
CrAlreadyRealizes in org::argouml::uml::cognitive::critics (Class),4,1
ToDoByType in org::argouml::cognitive::ui (Class),6,1
FigInterface in org::argouml::uml::diagram::static_structure::ui (Class),8,0
XmiExtensionWriter in org::argouml::model (Class),1,0
StateMachinesHelperEUMLImpl in org::argouml::model::euml (Class),43,4
BlockStatement in org::argouml::language::csharp::importer::csparser::statements (Class),5,1
ArgoGeneratorEvent in org::argouml::application::events (Class),2,0
Anonymous1 in org::argouml::uml::ui::SaveGraphicsManager::FileFilterChangedListener (Class),2,0
ActionAutoCritique in org::argouml::cognitive::ui (Class),3,0
ByteTokenStream in org::argouml::language::java::reveng::classfile (Class),17,3
ModeLabelDragFactory in org::argouml::uml::diagram::ui (Class),3,0
ITag in org::argouml::language::php::PHPDocumentor (Class),0,0
anonymous(Runnable) in org::argouml::application::events::ArgoEventPump.handleFireNotationEvent() (Class),1,0
UMLExpressionModel2 in org::argouml::uml::ui (Class),17,10
DataTypesFactoryMDRImpl in org::argouml::model::mdr (Class),24,0
SenderGetterSetter in org::argouml::core::propertypanels::model::GetterSetterManagerImpl (Class),6,1
ModuleCpp in org::argouml::language::cpp::generator (Class),4,0
PerspectiveManagerListener in org::argouml::ui::explorer (Class),2,2
ThisAccessExpression in org::argouml::language::csharp::importer::csparser::nodes::expressions (Class),2,0
FormatCallout in com::nwalsh::xalan (Class),8,1
UnsupportedJavaFeatureException in org::argouml::language::java::reveng (Class),2,0
OldZargoFilePersister in org::argouml::persistence (Class),6,1
UMLTemplateParameterDefaultElementComboBoxModel in org::argouml::core::propertypanels::ui (Class),8,1
PersistenceException in org::argouml::persistence (Class),5,3
ToDoListEvent in org::argouml::cognitive (Class),3,1
OSXAdapter in org::argouml::util::osdep (Class),11,5
ActionMultiplicity in org::argouml::uml::diagram::ui (Class),12,5
ContextActionFactoryManager in org::argouml::ui (Class),5,1
anonymous(ActionNewCreateAction) in org::argouml::uml::ui::behavior::common_behavior::ActionNewCreateAction.getButtonInstance() (Class),1,0
SqlCreatorLoader in org::argouml::language::sql (Class),5,2
anonymous(Runnable) in org::argouml::uml::reveng::Import.doFile() (Class),1,0
JavaModuleGlobals in org::argouml::language::java (Class),1,0
ReaderModelLoader in org::argouml::profile (Class),3,0
UncheckedStatement in org::argouml::language::csharp::importer::csparser::statements (Class),2,0
ExpressionModel in org::argouml::core::propertypanels::ui (Class),12,7
anonymous(ActionListener) in org::argouml::ui::SystemInfoDialog.SystemInfoDialog() (Class),1,0
CommonBehaviorHelper in org::argouml::model (Class),36,10
ArgumentGetterSetter in org::argouml::core::propertypanels::model::GetterSetterManagerImpl (Class),6,1
TagDefinitionGetterSetter in org::argouml::core::propertypanels::model::GetterSetterManagerImpl (Class),6,1
UMLDiagramNameDocument in org::argouml::uml::ui::foundation::core (Class),3,0
ArgoNotationEvent in org::argouml::application::events (Class),2,0
FigObject in org::argouml::uml::diagram::deployment::ui (Class),22,1
RootGetterSetter in org::argouml::core::propertypanels::model::GetterSetterManagerImpl (Class),3,0
DnDTreeSelectionListener in org::argouml::ui::explorer::DnDExplorerTree (Class),2,0
LineCountEmitter in com::nwalsh::saxon (Class),16,2
XmiReferenceRuntimeException in org::argouml::model (Class),4,1
FigMNode in org::argouml::uml::diagram::deployment::ui (Class),4,0
UMLDependencySupplierListModel in org::argouml::core::propertypanels::ui (Class),3,1
GoListToTypeToItem in org::argouml::cognitive::ui (Class),8,1
ActionCreateContainedModelElement in org::argouml::ui (Class),4,0
ExpressionLanguageField in org::argouml::core::propertypanels::ui (Class),4,1
FigObjectFlowState in org::argouml::uml::diagram::activity::ui (Class),30,2
MetaTypes in org::argouml::model (Class),143,22
ConfigurationProperties in org::argouml::configuration (Class),12,0
FigNamedRect in org::argouml::activity2::diagram (Class),2,1
FigMessageGroup in org::argouml::uml::diagram::collaboration::ui (Class),7,2
CheckManager in org::argouml::cognitive::checklist (Class),6,2
anonymous(Memento) in org::argouml::uml::diagram::DiagramSettings.setDefaultShadowWidth() (Class),2,0
JarFileFilter in org::argouml::moduleloader::ModuleLoader2 (Class),2,0
OutNode in org::argouml::language::csharp::importer::csparser::nodes::expressions (Class),3,0
anonymous(BooleanSetter) in org::argouml::model::mdr::UndoCoreHelperDecorator.setSpecification() (Class),1,0
AssociationChangeListener in org::argouml::model (Class),2,2
CrWrongLinkEnds in org::argouml::uml::cognitive::critics (Class),5,2
anonymous(ArrayList) in org::argouml::language::cpp::profile::BaseProfile.assertModelElementContainedInModels() (Class),1,0
ApplicationVersion in org::argouml::application::helpers (Class),4,0
LabelledLayout in org::argouml::core::propertypanels::ui (Class),25,2
ModeCreateAssociation in org::argouml::uml::diagram::ui (Class),2,0
WizStepManyTextFields in org::argouml::cognitive::ui (Class),3,0
Section in org::argouml::language::cpp::generator (Class),7,3
IfStatement in org::argouml::language::csharp::importer::csparser::statements (Class),3,0
SelectionClassifierBox in org::argouml::uml::diagram::ui (Class),7,0
StateBodyNotation in org::argouml::notation::providers (Class),2,1
ExplorerMouseListener in org::argouml::ui::explorer::ExplorerTree (Class),6,2
ActionAddSignalsToSignalEvent in org::argouml::uml::ui::behavior::state_machines (Class),6,1
ChildGenSearch in org::argouml::ui (Class),2,1
UMLReceptionSpecificationDocument in org::argouml::core::propertypanels::ui (Class),3,0
PanelData in org::argouml::core::propertypanels::model (Class),8,2
anonymous(ActionListener) in org::argouml::ui::SystemInfoDialog.SystemInfoDialog() (Class),1,0
NameVal in org::argouml::persistence::PrivateHandler (Class),3,0
AwtExceptionHandler in org::argouml::util::logging (Class),3,0
ProfileModelLoader in org::argouml::profile (Class),1,0
StringUtil in org::argouml::language::csharp::importer::csparser::util (Class),1,0
MoveUpListener in org::argouml::ui::explorer::PerspectiveConfigurator (Class),2,0
PrintManager in org::argouml::ui::cmd (Class),5,1
UMLStereotypeList in org::argouml::uml::ui (Class),5,3
AssignmentExpression in org::argouml::language::csharp::importer::csparser::nodes::expressions (Class),3,0
SetAction in org::argouml::core::propertypanels::ui::UMLSignalComboBoxModel (Class),3,1
FinallyNode in org::argouml::language::csharp::importer::csparser::statements (Class),3,0
LayoutedEdge in org::argouml::uml::diagram::layout (Class),1,0
SettingsTabJava in org::argouml::language::java::ui (Class),12,0
Roles in org::argouml::uml::ui::behavior::state_machines::ActionNewEvent (Class),1,0
ActionAddEnumeration in org::argouml::uml::ui::foundation::core (Class),2,0
OclInterpreter in org::argouml::profile::internal::ocl (Class),6,5
RulesListSelectionListener in org::argouml::ui::explorer::PerspectiveConfigurator (Class),2,0
ProfileGoodPractices in org::argouml::uml::cognitive::critics (Class),7,1
anonymous(ActionListener) in org::argouml::ui::ZoomSliderButton.createPopupComponent() (Class),1,0
ActionModifierAbstract in org::argouml::uml::diagram::ui (Class),4,1
NodeInstanceNotation in org::argouml::notation::providers (Class),2,1
anonymous(DefaultTypeStrategy) in org::argouml::language::java::profile::ProfileJava.getDefaultTypeStrategy() (Class),3,0
ActionSetTagDefinitionType in org::argouml::core::propertypanels::ui::UMLMetaClassComboBoxModel (Class),2,1
ByteToken in org::argouml::language::java::reveng::classfile (Class),7,3
ComponentFactory in org::argouml::core::propertypanels::ui (Class),1,0
ActionNewActionSequence in org::argouml::uml::ui::behavior::common_behavior (Class),5,1
anonymous(RunnableClass) in org::argouml::model::euml::CoreHelperEUMLImpl.setQuery() (Class),1,0
WizAddConstructor in org::argouml::uml::cognitive::critics (Class),6,1
RemoveCommand in org::argouml::core::propertypanels::model::GetterSetterManagerImpl::DeferrableEventGetterSetter (Class),2,0
CheckedExpression in org::argouml::language::csharp::importer::csparser::nodes::expressions (Class),3,0
anonymous(ListSelectionListener) in org::argouml::ui::ArgoJFontChooser.getJlstSizes() (Class),1,0
RowSelector in org::argouml::core::propertypanels::ui (Class),25,5
AssociationEndNameNotationUml in org::argouml::notation::providers::uml (Class),7,1
AddToDoItemDialog in org::argouml::cognitive::ui (Class),5,1
GoClassifierToBehavioralFeature in org::argouml::ui::explorer::rules (Class),4,0
Modeler in org::argouml::uml::reveng::idl (Class),66,9
ActionNewClass in org::argouml::uml::ui::foundation::core (Class),2,0
ToDoItem in org::argouml::cognitive (Class),30,13
UMLMutableGraphSupport in org::argouml::uml::diagram (Class),30,19
FormatTextCallout in com::nwalsh::saxon (Class),3,0
ActionSetAddMessageMode in org::argouml::sequence2::diagram (Class),1,1
InitDeploymentDiagram in org::argouml::uml::diagram::deployment::ui (Class),5,0
IDLFileImport in org::argouml::uml::reveng::idl (Class),11,2
ActionSetStructuralFeatureType in org::argouml::core::propertypanels::ui::UMLStructuralFeatureTypeComboBoxModel (Class),3,1
SequenceDiagramPropPanelFactory in org::argouml::sequence2 (Class),2,0
anonymous(RunnableClass) in org::argouml::model::euml::CoreHelperEUMLImpl.addClient() (Class),1,0
FileFilters in org::argouml::util (Class),2,0
PopupMenu in org::argouml::core::propertypanels::ui::UMLMutableLinkedList (Class),1,1
SettingsTabEnvironment in org::argouml::ui (Class),9,1
WizTooMany in org::argouml::uml::cognitive::critics (Class),6,0
ActionPageSetup in org::argouml::ui::cmd (Class),2,1
ArgoDiagram in org::argouml::uml::diagram (Class),43,3
URLModelLoader in org::argouml::profile (Class),4,3
TMResults in org::argouml::uml (Class),12,0
PgmlUtility in org::argouml::persistence (Class),7,0
OrCM in org::argouml::cognitive (Class),1,0
anonymous(MouseAdapter) in org::argouml::swingext::GlassPane.GlassPane() (Class),1,0
StringSetter in org::argouml::model::mdr::UndoCoreHelperDecorator (Class),1,0
SelectionEnumeration in org::argouml::uml::diagram::static_structure::ui (Class),6,0
ClassSignatureLexer in org::argouml::language::java::reveng::classfile::ParserUtils (Class),2,1
FigClassifierBox in org::argouml::uml::diagram::static_structure::ui (Class),15,3
UMLConstraintConstrainedElementListModel in org::argouml::core::propertypanels::ui (Class),3,0
CrForkOutgoingTransition in org::argouml::uml::cognitive::critics (Class),3,0
GoModelElementToContainedLostElements in org::argouml::ui::explorer::rules (Class),4,0
AccessorNode in org::argouml::language::csharp::importer::csparser::members (Class),3,0
ConfigurationFactory in org::argouml::configuration (Class),4,1
UMLModelElementNameDocument in org::argouml::core::propertypanels::ui (Class),4,1
ArgoFigRRect in org::argouml::gefext (Class),7,1
StereotypeUtility in org::argouml::uml (Class),15,3
anonymous(ActionNewActionSequence) in org::argouml::uml::ui::behavior::common_behavior::ActionNewActionSequence.getButtonInstance() (Class),1,0
anonymous(ActionListener) in org::argouml::ui::ProjectSettingsDialog.ProjectSettingsDialog() (Class),1,0
anonymous(ObjectSetter) in org::argouml::model::mdr::UndoCoreHelperDecorator.setMultiplicity() (Class),1,0
PropertyNode in org::argouml::language::csharp::importer::csparser::members (Class),2,0
UseCasesHelperEUMLImpl in org::argouml::model::euml (Class),23,2
UMLExpressionExpressionModel in org::argouml::core::propertypanels::ui (Class),4,1
anonymous(ActionListener) in org::argouml::uml::generator::ui::ClassGenerationDialog.ClassGenerationDialog() (Class),1,0
CrNodeInstanceInsideElement in org::argouml::uml::cognitive::critics (Class),5,2
Profile in org::argouml::profile (Class),16,2
UMLModelElementStereotypeListModel in org::argouml::core::propertypanels::ui (Class),5,0
FigSubmachineState in org::argouml::uml::diagram::state::ui (Class),28,3
VisibilityKindEUMLImpl in org::argouml::model::euml (Class),5,0
NewPseudoStateCommand in org::argouml::core::propertypanels::model::GetterSetterManagerImpl::SubvertexGetterSetter (Class),4,0
FigEntryPoint in org::argouml::state2::diagram (Class),4,1
UMLUseCaseIncludeListModel in org::argouml::core::propertypanels::ui (Class),3,1
Uml14ModelInterpreter in org::argouml::profile::internal::ocl::uml14 (Class),3,0
ActionManageProfiles in org::argouml::ui::explorer (Class),2,1
CrUnconventionalOperName in org::argouml::uml::cognitive::critics (Class),10,3
ActionNewTagDefinition in org::argouml::uml::ui::foundation::extension_mechanisms (Class),2,0
UMLGuardTransitionListModel in org::argouml::core::propertypanels::ui (Class),3,1
anonymous(ActionListener) in org::argouml::core::propertypanels::ui::UMLValueSpecificationValueFieldLiteralBoolean.buildPanel() (Class),1,0
MenuBar14 in org::argouml::ui (Class),2,1
Seperator in org::argouml::core::propertypanels::ui (Class),2,0
UMLMessageReceiverListModel in org::argouml::core::propertypanels::ui (Class),3,1
ActionSetAssociationEndNavigable in org::argouml::uml::ui::foundation::core (Class),4,2
anonymous(RunnableClass) in org::argouml::model::euml::CoreHelperEUMLImpl.setType() (Class),1,0
DeferredBufferedImage in org::argouml::gefext (Class),27,6
StatusBar in org::argouml::ui (Class),16,8
anonymous(Runnable) in org::argouml::ui::ProjectBrowser::TitleHandler.setTitleInternal() (Class),1,0
DeprecatedTag in org::argouml::language::php::PHPDocumentor (Class),1,0
GoProjectToProfileConfiguration in org::argouml::ui::explorer::rules (Class),4,0
anonymous(ComponentAdapter) in org::argouml::ui::ArgoToolbarManager.registerContainer() (Class),2,0
DiagramUndoManager in org::argouml::uml::diagram (Class),6,1
CppImport in org::argouml::language::cpp::reveng (Class),13,1
anonymous(RunnableClass) in org::argouml::model::euml::CoreHelperEUMLImpl.addConstraint() (Class),1,0
InitJavaCritics in org::argouml::language::java::cognitive::critics (Class),10,2
Namespace in org::argouml::uml::util::namespace (Class),10,2
InitModuleLoader in org::argouml::moduleloader (Class),5,0
UMLEditableComboBox in org::argouml::core::propertypanels::ui (Class),8,2
DiagramNameDocument in org::argouml::uml::diagram::ui (Class),10,1
UMLComboBox in org::argouml::core::propertypanels::ui (Class),7,3
Interaction in org::argouml::kernel::DefaultUndoManager (Class),10,0
XmiReference in org::argouml::model::mdr (Class),3,0
CrTooManyStates in org::argouml::uml::cognitive::critics (Class),4,1
DirectionKind in org::argouml::model (Class),4,0
ClassDiagramRenderer in org::argouml::uml::diagram::static_structure::ui (Class),4,1
CrNameConfusion in org::argouml::uml::cognitive::critics (Class),13,4
GoStereotypeToTagDefinition in org::argouml::ui::explorer::rules (Class),5,0
DelayedVChangeListener in org::argouml::kernel (Class),1,1
TabConstraints in org::argouml::uml::ui (Class),17,2
UMLModelElementCommentDocument in org::argouml::uml::ui (Class),3,1
UMLDiscriminatorNameDocument in org::argouml::core::propertypanels::ui (Class),4,1
DummyModelMemento in org::argouml::model (Class),2,0
TabStereotype in org::argouml::uml::ui (Class),8,1
UMLSearchableComboBox in org::argouml::core::propertypanels::ui (Class),4,2
FigSubactivityState in org::argouml::uml::diagram::activity::ui (Class),22,2
UMLValueSpecificationValueFieldLiteralString in org::argouml::core::propertypanels::ui (Class),7,0
OldModelMemberFilePersister in org::argouml::persistence (Class),1,0
anonymous(RunnableClass) in org::argouml::model::euml::CoreHelperEUMLImpl.setMultiplicity() (Class),1,0
CrInterfaceOperOnly in org::argouml::uml::cognitive::critics (Class),3,0
XmlInputStream in org::argouml::persistence (Class),13,3
anonymous(Runnable) in org::argouml::ui::ProjectActions.propertyChange() (Class),1,0
FigPackage in org::argouml::uml::diagram::static_structure::ui (Class),31,4
AddAssociationEvent in org::argouml::model (Class),2,1
GoOperationToCollaboration in org::argouml::ui::explorer::rules (Class),4,0
TableModelDomainMappings in org::argouml::ui::SettingsTabSql (Class),9,1
XMLTokenTableBase in org::argouml::persistence (Class),8,4
UMLImagePanel in org::argouml::uml::ui::UMLEditableComboBox::UMLComboBoxEditor (Class),8,0
TableDefinition in org::argouml::language::sql (Class),8,8
AbstractMessageNotationUml in org::argouml::notation::providers::uml (Class),41,18
JasonsBigTheme in org::argouml::ui (Class),15,1
ActionNewException in org::argouml::uml::ui::behavior::common_behavior (Class),2,0
GUISettingsTabInterface in org::argouml::application::api (Class),6,0
anonymous(FileAction) in org::argouml::uml::generator::TempFileUtils.readFileNames() (Class),1,0
PropPanelUMLDeploymentDiagram in org::argouml::uml::diagram::deployment::ui (Class),1,1
ModeAddToDiagram in org::argouml::uml::diagram::ui (Class),6,0
ActionSetSynch in org::argouml::uml::ui::behavior::activity_graphs (Class),4,2
ActionNavigateUpNextDown in org::argouml::uml::ui (Class),4,2
CrFinalSubclassed in org::argouml::uml::cognitive::critics (Class),3,0
Critic in org::argouml::cognitive (Class),66,41
AbstractUseCasesHelperDecorator in org::argouml::model (Class),25,0
QueryGetterSetter in org::argouml::core::propertypanels::model::GetterSetterManagerImpl (Class),3,0
ModelElementNameNotationCpp in org::argouml::language::cpp::notation (Class),5,0
GoModelElementToTemplateParameter in org::argouml::ui::explorer::rules (Class),4,0
NotSnoozedCM in org::argouml::cognitive (Class),2,0
ProfileUML in org::argouml::profile::internal (Class),10,0
FigLink in org::argouml::uml::diagram::static_structure::ui (Class),15,0
SelectionComponentInstance in org::argouml::uml::diagram::deployment::ui (Class),10,0
IConfigurationFactory in org::argouml::configuration (Class),1,0
WizardItem in org::argouml::cognitive::critics (Class),1,1
ToDoByPriority in org::argouml::cognitive::ui (Class),6,1
OuterClassifierContext in org::argouml::uml::reveng::idl (Class),5,1
GoCompositeStateToSubvertex in org::argouml::ui::explorer::rules (Class),4,0
ActionNewActor in org::argouml::uml::ui::behavior::use_cases (Class),2,0
UMLAssociationRoleAssociationEndRoleListModel in org::argouml::core::propertypanels::ui (Class),3,0
FigTransition in org::argouml::uml::diagram::state::ui (Class),14,0
ActionNewSynchState in org::argouml::uml::ui::behavior::state_machines (Class),4,1
CollectionsModelInterpreter in org::argouml::profile::internal::ocl::uml14 (Class),5,1
DiagramAppearance in org::argouml::uml::diagram (Class),6,2
ActionNewGuard in org::argouml::uml::ui::behavior::state_machines (Class),5,1
SelectionStereotype in org::argouml::uml::diagram::static_structure::ui (Class),12,0
TargetEvent in org::argouml::ui::targetmanager (Class),10,2
UMLStateVertexIncomingListModel in org::argouml::core::propertypanels::ui (Class),3,1
CVS in com::nwalsh::saxon (Class),2,0
PerspectiveSupport in org::argouml::ui (Class),12,3
Modifier in org::argouml::language::csharp::importer::csparser::enums (Class),1,0
ExplorerEventAdaptor in org::argouml::ui::explorer (Class),9,1
ConcurrencyKind in org::argouml::model (Class),3,0
UMLDeprecatedCheckBox in org::argouml::uml::ui (Class),1,1
FigRegionCompartment in org::argouml::uml::diagram::state::ui::FigVertex (Class),4,1
StateDiagramFactory in org::argouml::state2::diagram (Class),2,0
StartElementInfo in com::nwalsh::saxon::UnwrapLinksEmitter (Class),5,5
UndoStateMachinesHelperDecorator in org::argouml::model::mdr (Class),1,0
FigBaseNode in org::argouml::activity2::diagram (Class),12,2
ExpressionGetterSetter in org::argouml::core::propertypanels::model::GetterSetterManager (Class),1,0
FigBody in org::argouml::state2::diagram::FigVertex (Class),2,1
ToDoListListener in org::argouml::cognitive (Class),4,0
UMLModelElementNameDocument in org::argouml::uml::ui::foundation::core (Class),3,0
ActionSetSourcePath in org::argouml::uml::ui (Class),4,1
ActionAddStereotype in org::argouml::uml (Class),5,2
UseCasesFactory in org::argouml::model (Class),10,0
ActionAddStereotypeBaseClass in org::argouml::core::propertypanels::ui::UMLStereotypeBaseClassListModel (Class),6,2
AbstractCoreHelperDecorator in org::argouml::model (Class),148,76
ActionNavigateNamespace in org::argouml::uml::ui (Class),1,0
anonymous(RunnableClass) in org::argouml::model::euml::UseCasesFactoryEUMLImpl.buildInclude() (Class),1,0
SettingsTabModules in org::argouml::moduleloader (Class),8,0
anonymous(Runnable) in org::argouml::ui::ProjectBrowser.loadProject2() (Class),1,0
UMLComboBoxModel in org::argouml::core::propertypanels::ui (Class),44,17
FigEnumeration in org::argouml::uml::diagram::static_structure::ui (Class),6,1
FormatCallout in com::nwalsh::saxon (Class),8,1
TypeSignatureLexer in org::argouml::language::java::reveng::classfile::ParserUtils (Class),2,0
ResolvedCritic in org::argouml::cognitive (Class),11,4
ProjectFileView in org::argouml::persistence (Class),4,0
VarTag in org::argouml::language::php::PHPDocumentor (Class),1,0
GoModelToCollaboration in org::argouml::ui::explorer::rules (Class),4,0
NumberLinesEmitter in com::nwalsh::saxon (Class),9,2
anonymous(Runnable) in org::argouml::cognitive::critics::ui::TableModelCritics.vetoableChange() (Class),1,0
OsUtil in org::argouml::util::osdep (Class),5,2
StructNode in org::argouml::language::csharp::importer::csparser::types (Class),2,0
RemoveCommand in org::argouml::core::propertypanels::model::GetterSetterManagerImpl::ReceptionGetterSetter (Class),2,0
ActionGenerationSettings in org::argouml::uml::ui (Class),3,0
GoComponentToResidentModelElement in org::argouml::ui::explorer::rules (Class),4,0
ActionNewCallEvent in org::argouml::uml::ui::behavior::state_machines (Class),4,2
ActivityDiagramPropPanelFactory in org::argouml::activity2 (Class),2,0
ArgoNotationEventListener in org::argouml::application::events (Class),5,5
anonymous(BooleanSetter) in org::argouml::model::mdr::UndoCoreHelperDecorator.setQuery() (Class),1,0
FigMessageComparator in org::argouml::sequence2::diagram (Class),2,0
CrZeroLengthEdge in org::argouml::uml::cognitive::critics (Class),3,1
UMLIncludeBaseListModel in org::argouml::core::propertypanels::ui (Class),2,0
anonymous(FileFilter) in org::argouml::ui::explorer::ActionExportProfileXMI.getTargetFile() (Class),2,0
BaseGetterSetter in org::argouml::core::propertypanels::model::GetterSetterManagerImpl (Class),8,1
AssociationsNode in org::argouml::ui::explorer::rules (Class),4,2
SimpleTimer in org::argouml::util::logging (Class),6,1
anonymous(AbstractCognitiveTranslator) in org::argouml::application::Main.initTranslator() (Class),2,0
EndDecoration in org::argouml::uml::diagram::ui::FigAssociation (Class),8,6
FigNameWithAbstractAndBold in org::argouml::uml::diagram::ui (Class),2,1
Tag in org::argouml::language::php::PHPDocumentor (Class),6,2
anonymous(RunnableClass) in org::argouml::model::euml::UseCasesHelperEUMLImpl.addInclude() (Class),1,0
ExtensionPointNotationUml in org::argouml::notation::providers::uml (Class),7,1
VisibilityGetterSetter in org::argouml::core::propertypanels::model::GetterSetterManagerImpl (Class),4,1
ModuleInterface in org::argouml::moduleloader (Class),5,3
SettingsTabProfile in org::argouml::ui (Class),17,2
FigUseCase in org::argouml::uml::diagram::use_case::ui (Class),25,4
ActionStereotypeViewTextual in org::argouml::uml::diagram::ui (Class),1,1
ComputeDesignMaterials in org::argouml::profile::internal::ocl (Class),4,2
ActionAboutArgoUML in org::argouml::ui::cmd (Class),3,1
AbstractUmlHelperDecorator in org::argouml::model (Class),7,1
FormatDingbatCallout in com::nwalsh::xalan (Class),3,1
anonymous(ObjectSetter) in org::argouml::model::mdr::UndoCoreHelperDecorator.setKind() (Class),1,0
ArgoFrame in org::argouml::util (Class),6,1
XmiReferenceException in org::argouml::model (Class),6,1
NameDisplayer in org::argouml::activity2::diagram (Class),1,0
anonymous(RunnableClass) in org::argouml::model::euml::CoreHelperEUMLImpl.setLeaf() (Class),1,0
PerspectiveRule in org::argouml::ui::explorer::rules (Class),3,0
UMLEventTransitionListModel in org::argouml::core::propertypanels::ui (Class),3,1
InterfaceNode in org::argouml::language::csharp::importer::csparser::types (Class),3,0
UMLMessagePredecessorListModel in org::argouml::core::propertypanels::ui (Class),3,1
UMLOFSStateListModel in org::argouml::core::propertypanels::ui (Class),4,1
ActivityDiagramPropPanelFactory in org::argouml::uml::diagram::activity::ui (Class),2,1
TypeThenNameOrder in org::argouml::ui::explorer (Class),3,0
AccessTag in org::argouml::language::php::PHPDocumentor (Class),7,3
anonymous(AbstractCommand) in org::argouml::kernel::ProjectImpl.setAuthoremail() (Class),2,0
AbstractExtensionMechanismsHelperDecorator in org::argouml::model (Class),29,0
ClOperationCompartment in org::argouml::uml::cognitive::critics (Class),9,2
